,Aggregator,Amount,Crop,Date,Market_Real,Price,Quantity_Real,Av_Rate,Total_Quantity,Deviation,Max_Deviation,STD,D/Av,D/STD,Deviation_Factor,STD/Av,Flag,Compute
30,4787,92.0,4,2017-11-03,1,8.0,11.5,21.2527928135,4341.5,13.2527928135,14.2527928135,3.65868013322,0.623578883482,3.62228791012,2.25878225064,0.172150557591,5,1
31,4806,2250.0,4,2017-11-03,1,25.0,90.0,21.2527928135,4341.5,3.74720718646,14.2527928135,3.65868013322,0.176315989119,1.02419644517,0.180582209282,0.172150557591,5,1
32,4806,2000.0,4,2017-11-03,1,25.0,80.0,21.2527928135,4341.5,3.74720718646,14.2527928135,3.65868013322,0.176315989119,1.02419644517,0.180582209282,0.172150557591,5,1
33,4806,3250.0,4,2017-11-03,1,25.0,130.0,21.2527928135,4341.5,3.74720718646,14.2527928135,3.65868013322,0.176315989119,1.02419644517,0.180582209282,0.172150557591,5,1
34,4806,10250.0,4,2017-11-03,1,25.0,410.0,21.2527928135,4341.5,3.74720718646,14.2527928135,3.65868013322,0.176315989119,1.02419644517,0.180582209282,0.172150557591,5,1
35,4806,2700.0,4,2017-11-03,1,27.0,100.0,21.2527928135,4341.5,5.74720718646,14.2527928135,3.65868013322,0.270421268248,1.57084166344,0.424788994844,0.172150557591,5,1
36,4806,4080.0,4,2017-11-03,1,24.0,170.0,21.2527928135,4341.5,2.74720718646,14.2527928135,3.65868013322,0.129263349554,0.750873836036,0.0970604671384,0.172150557591,5,1
37,4806,7750.0,4,2017-11-03,1,25.0,310.0,21.2527928135,4341.5,3.74720718646,14.2527928135,3.65868013322,0.176315989119,1.02419644517,0.180582209282,0.172150557591,5,1
38,4806,7750.0,4,2017-11-03,1,25.0,310.0,21.2527928135,4341.5,3.74720718646,14.2527928135,3.65868013322,0.176315989119,1.02419644517,0.180582209282,0.172150557591,5,1
39,4806,4500.0,4,2017-11-03,1,25.0,180.0,21.2527928135,4341.5,3.74720718646,14.2527928135,3.65868013322,0.176315989119,1.02419644517,0.180582209282,0.172150557591,5,1
40,4787,168.0,5,2017-11-03,1,14.0,12.0,21.5615212528,447.0,7.5615212528,7.5615212528,1.66692939689,0.350695164972,4.53619767395,1.59082259161,0.0773103797892,5,1
41,4806,800.0,5,2017-11-03,1,20.0,40.0,21.5615212528,447.0,1.5615212528,7.5615212528,1.66692939689,0.0724216642457,0.936765081781,0.0678420862298,0.0773103797892,5,1
42,4806,660.0,5,2017-11-03,1,22.0,30.0,21.5615212528,447.0,0.438478747204,7.5615212528,1.66692939689,0.0203361693297,0.263045782277,0.00534934356985,0.0773103797892,5,1
43,4806,880.0,5,2017-11-03,1,22.0,40.0,21.5615212528,447.0,0.438478747204,7.5615212528,1.66692939689,0.0203361693297,0.263045782277,0.00534934356985,0.0773103797892,5,1
44,4806,1320.0,5,2017-11-03,1,22.0,60.0,21.5615212528,447.0,0.438478747204,7.5615212528,1.66692939689,0.0203361693297,0.263045782277,0.00534934356985,0.0773103797892,5,1
45,4806,660.0,5,2017-11-03,1,22.0,30.0,21.5615212528,447.0,0.438478747204,7.5615212528,1.66692939689,0.0203361693297,0.263045782277,0.00534934356985,0.0773103797892,5,1
46,4806,800.0,5,2017-11-03,1,20.0,40.0,21.5615212528,447.0,1.5615212528,7.5615212528,1.66692939689,0.0724216642457,0.936765081781,0.0678420862298,0.0773103797892,5,1
47,4806,2200.0,5,2017-11-03,1,22.0,100.0,21.5615212528,447.0,0.438478747204,7.5615212528,1.66692939689,0.0203361693297,0.263045782277,0.00534934356985,0.0773103797892,5,1
48,4806,300.0,5,2017-11-03,1,20.0,15.0,21.5615212528,447.0,1.5615212528,7.5615212528,1.66692939689,0.0724216642457,0.936765081781,0.0678420862298,0.0773103797892,5,1
49,4806,1080.0,5,2017-11-03,1,24.0,45.0,21.5615212528,447.0,2.4384787472,7.5615212528,1.66692939689,0.113094002905,1.46285664633,0.16544031381,0.0773103797892,5,1
50,4806,770.0,5,2017-11-03,1,22.0,35.0,21.5615212528,447.0,0.438478747204,7.5615212528,1.66692939689,0.0203361693297,0.263045782277,0.00534934356985,0.0773103797892,5,1
51,4269,4794.0,3,2017-11-03,3,17.0,282.0,17.0,282.0,0.0,0.0,0.0,0.0,,,0.0,1,1
52,2585,1550.0,4,2017-11-03,3,10.0,155.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
53,2585,3150.0,4,2017-11-03,3,10.0,315.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
54,2585,3060.0,4,2017-11-03,3,15.0,204.0,14.5027512209,14539.0,0.497248779146,7.49724877915,4.5381122151,0.0342865137499,0.109571724007,0.00375683242177,0.312913884131,5,1
55,2585,8160.0,4,2017-11-03,3,17.0,480.0,14.5027512209,14539.0,2.49724877915,7.49724877915,4.5381122151,0.17219138225,0.550283611506,0.0947540956947,0.312913884131,5,1
56,2749,3000.0,4,2017-11-03,3,20.0,150.0,14.5027512209,14539.0,5.49724877915,7.49724877915,4.5381122151,0.379048685,1.21135144275,0.459161171449,0.312913884131,5,1
57,2947,6556.0,4,2017-11-03,3,22.0,298.0,14.5027512209,14539.0,7.49724877915,7.49724877915,4.5381122151,0.5169535535,1.65206333025,0.854040009181,0.312913884131,5,1
58,2947,4620.0,4,2017-11-03,3,22.0,210.0,14.5027512209,14539.0,7.49724877915,7.49724877915,4.5381122151,0.5169535535,1.65206333025,0.854040009181,0.312913884131,5,1
59,2947,4730.0,4,2017-11-03,3,22.0,215.0,14.5027512209,14539.0,7.49724877915,7.49724877915,4.5381122151,0.5169535535,1.65206333025,0.854040009181,0.312913884131,5,1
60,2947,8910.0,4,2017-11-03,3,22.0,405.0,14.5027512209,14539.0,7.49724877915,7.49724877915,4.5381122151,0.5169535535,1.65206333025,0.854040009181,0.312913884131,5,1
61,4004,3312.5,4,2017-11-03,3,12.5,265.0,14.5027512209,14539.0,2.00275122085,7.49724877915,4.5381122151,0.138094571875,0.441318135367,0.0609436389642,0.312913884131,5,1
62,4004,4062.5,4,2017-11-03,3,12.5,325.0,14.5027512209,14539.0,2.00275122085,7.49724877915,4.5381122151,0.138094571875,0.441318135367,0.0609436389642,0.312913884131,5,1
63,4004,1840.0,4,2017-11-03,3,10.0,184.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
64,4004,2230.0,4,2017-11-03,3,10.0,223.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
65,4004,8242.5,4,2017-11-03,3,10.5,785.0,14.5027512209,14539.0,4.00275122085,7.49724877915,4.5381122151,0.275999440375,0.882030022866,0.243439792705,0.312913884131,5,1
66,4535,2850.0,4,2017-11-03,3,10.0,285.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
67,4535,897.0,4,2017-11-03,3,13.0,69.0,14.5027512209,14539.0,1.50275122085,7.49724877915,4.5381122151,0.10361835475,0.331140163492,0.0343121989327,0.312913884131,5,1
68,4535,935.0,4,2017-11-03,3,11.0,85.0,14.5027512209,14539.0,3.50275122085,7.49724877915,4.5381122151,0.24152322325,0.771852050991,0.186420195227,0.312913884131,5,1
69,4535,936.0,4,2017-11-03,3,13.0,72.0,14.5027512209,14539.0,1.50275122085,7.49724877915,4.5381122151,0.10361835475,0.331140163492,0.0343121989327,0.312913884131,5,1
70,4535,3135.0,4,2017-11-03,3,11.0,285.0,14.5027512209,14539.0,3.50275122085,7.49724877915,4.5381122151,0.24152322325,0.771852050991,0.186420195227,0.312913884131,5,1
71,4535,3816.0,4,2017-11-03,3,12.0,318.0,14.5027512209,14539.0,2.50275122085,7.49724877915,4.5381122151,0.172570789,0.551496107241,0.0951721183571,0.312913884131,5,1
72,4535,1512.0,4,2017-11-03,3,12.0,126.0,14.5027512209,14539.0,2.50275122085,7.49724877915,4.5381122151,0.172570789,0.551496107241,0.0951721183571,0.312913884131,5,1
73,4535,2340.0,4,2017-11-03,3,12.0,195.0,14.5027512209,14539.0,2.50275122085,7.49724877915,4.5381122151,0.172570789,0.551496107241,0.0951721183571,0.312913884131,5,1
74,4535,2695.0,4,2017-11-03,3,11.0,245.0,14.5027512209,14539.0,3.50275122085,7.49724877915,4.5381122151,0.24152322325,0.771852050991,0.186420195227,0.312913884131,5,1
75,4535,968.0,4,2017-11-03,3,11.0,88.0,14.5027512209,14539.0,3.50275122085,7.49724877915,4.5381122151,0.24152322325,0.771852050991,0.186420195227,0.312913884131,5,1
76,4535,4235.0,4,2017-11-03,3,11.0,385.0,14.5027512209,14539.0,3.50275122085,7.49724877915,4.5381122151,0.24152322325,0.771852050991,0.186420195227,0.312913884131,5,1
77,4535,1850.0,4,2017-11-03,3,10.0,185.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
78,4536,9438.0,4,2017-11-03,3,11.0,858.0,14.5027512209,14539.0,3.50275122085,7.49724877915,4.5381122151,0.24152322325,0.771852050991,0.186420195227,0.312913884131,5,1
79,4536,8400.0,4,2017-11-03,3,10.0,840.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
80,4536,8701.0,4,2017-11-03,3,11.0,791.0,14.5027512209,14539.0,3.50275122085,7.49724877915,4.5381122151,0.24152322325,0.771852050991,0.186420195227,0.312913884131,5,1
81,4536,8590.0,4,2017-11-03,3,10.0,859.0,14.5027512209,14539.0,4.50275122085,7.49724877915,4.5381122151,0.3104756575,0.99220799474,0.308056429544,0.312913884131,5,1
82,4808,4480.0,4,2017-11-03,3,16.0,280.0,14.5027512209,14539.0,1.49724877915,7.49724877915,4.5381122151,0.103238948,0.329927667756,0.0340613853352,0.312913884131,5,1
83,4808,820.0,4,2017-11-03,3,20.0,41.0,14.5027512209,14539.0,5.49724877915,7.49724877915,4.5381122151,0.379048685,1.21135144275,0.459161171449,0.312913884131,5,1
84,4808,3120.0,4,2017-11-03,3,20.0,156.0,14.5027512209,14539.0,5.49724877915,7.49724877915,4.5381122151,0.379048685,1.21135144275,0.459161171449,0.312913884131,5,1
85,4808,736.0,4,2017-11-03,3,16.0,46.0,14.5027512209,14539.0,1.49724877915,7.49724877915,4.5381122151,0.103238948,0.329927667756,0.0340613853352,0.312913884131,5,1
86,4808,2996.0,4,2017-11-03,3,14.0,214.0,14.5027512209,14539.0,0.502751220854,7.49724877915,4.5381122151,0.0346659205001,0.110784219743,0.00384043695426,0.312913884131,5,1
87,4808,6188.0,4,2017-11-03,3,13.0,476.0,14.5027512209,14539.0,1.50275122085,7.49724877915,4.5381122151,0.10361835475,0.331140163492,0.0343121989327,0.312913884131,5,1
88,4809,8640.0,4,2017-11-03,3,18.0,480.0,14.5027512209,14539.0,3.49724877915,7.49724877915,4.5381122151,0.2411438165,0.770639555255,0.1858349635,0.312913884131,5,1
89,4810,13091.0,4,2017-11-03,3,19.0,689.0,14.5027512209,14539.0,4.49724877915,7.49724877915,4.5381122151,0.31009625075,0.990995499005,0.307303988751,0.312913884131,5,1
90,4810,2160.0,4,2017-11-03,3,16.0,135.0,14.5027512209,14539.0,1.49724877915,7.49724877915,4.5381122151,0.103238948,0.329927667756,0.0340613853352,0.312913884131,5,1
91,4810,17613.0,4,2017-11-03,3,19.0,927.0,14.5027512209,14539.0,4.49724877915,7.49724877915,4.5381122151,0.31009625075,0.990995499005,0.307303988751,0.312913884131,5,1
92,4810,26290.0,4,2017-11-03,3,22.0,1195.0,14.5027512209,14539.0,7.49724877915,7.49724877915,4.5381122151,0.5169535535,1.65206333025,0.854040009181,0.312913884131,5,1
93,2749,666.0,5,2017-11-03,3,18.0,37.0,21.8961625282,1772.0,3.89616252822,3.89616252822,1.91419992322,0.17793814433,2.03540000235,0.362175299387,0.0874217078335,5,1
94,2749,666.0,5,2017-11-03,3,18.0,37.0,21.8961625282,1772.0,3.89616252822,3.89616252822,1.91419992322,0.17793814433,2.03540000235,0.362175299387,0.0874217078335,5,1
95,2947,2440.0,5,2017-11-03,3,20.0,122.0,21.8961625282,1772.0,1.89616252822,3.89616252822,1.91419992322,0.0865979381443,0.990577057923,0.0857819307892,0.0874217078335,5,1
96,4269,1672.0,5,2017-11-03,3,22.0,76.0,21.8961625282,1772.0,0.103837471783,3.89616252822,1.91419992322,0.00474226804124,0.0542458865053,0.000257248533943,0.0874217078335,5,1
97,4269,2360.0,5,2017-11-03,3,20.0,118.0,21.8961625282,1772.0,1.89616252822,3.89616252822,1.91419992322,0.0865979381443,0.990577057923,0.0857819307892,0.0874217078335,5,1
98,4269,1580.0,5,2017-11-03,3,20.0,79.0,21.8961625282,1772.0,1.89616252822,3.89616252822,1.91419992322,0.0865979381443,0.990577057923,0.0857819307892,0.0874217078335,5,1
99,4269,3580.0,5,2017-11-03,3,20.0,179.0,21.8961625282,1772.0,1.89616252822,3.89616252822,1.91419992322,0.0865979381443,0.990577057923,0.0857819307892,0.0874217078335,5,1
100,4269,2354.0,5,2017-11-03,3,22.0,107.0,21.8961625282,1772.0,0.103837471783,3.89616252822,1.91419992322,0.00474226804124,0.0542458865053,0.000257248533943,0.0874217078335,5,1
101,4269,2304.0,5,2017-11-03,3,24.0,96.0,21.8961625282,1772.0,2.10383747178,3.89616252822,1.91419992322,0.0960824742268,1.09906883093,0.105601252622,0.0874217078335,5,1
102,4269,1848.0,5,2017-11-03,3,22.0,84.0,21.8961625282,1772.0,0.103837471783,3.89616252822,1.91419992322,0.00474226804124,0.0542458865053,0.000257248533943,0.0874217078335,5,1
103,4269,9168.0,5,2017-11-03,3,24.0,382.0,21.8961625282,1772.0,2.10383747178,3.89616252822,1.91419992322,0.0960824742268,1.09906883093,0.105601252622,0.0874217078335,5,1
104,4269,4344.0,5,2017-11-03,3,24.0,181.0,21.8961625282,1772.0,2.10383747178,3.89616252822,1.91419992322,0.0960824742268,1.09906883093,0.105601252622,0.0874217078335,5,1
105,4269,4488.0,5,2017-11-03,3,22.0,204.0,21.8961625282,1772.0,0.103837471783,3.89616252822,1.91419992322,0.00474226804124,0.0542458865053,0.000257248533943,0.0874217078335,5,1
106,4535,700.0,5,2017-11-03,3,20.0,35.0,21.8961625282,1772.0,1.89616252822,3.89616252822,1.91419992322,0.0865979381443,0.990577057923,0.0857819307892,0.0874217078335,5,1
107,4535,630.0,5,2017-11-03,3,18.0,35.0,21.8961625282,1772.0,3.89616252822,3.89616252822,1.91419992322,0.17793814433,2.03540000235,0.362175299387,0.0874217078335,5,1
108,4495,693.0,4,2017-11-03,4,11.0,63.0,14.8630088835,7823.5,3.86300888349,12.1369911165,5.28510418963,0.259907594335,0.730923884352,0.189972668424,0.355587770354,5,1
109,4495,812.0,4,2017-11-03,4,14.0,58.0,14.8630088835,7823.5,0.863008883492,12.1369911165,5.28510418963,0.0580642109722,0.16329079854,0.00948135137624,0.355587770354,5,1
110,4495,1378.0,4,2017-11-03,4,13.0,106.0,14.8630088835,7823.5,1.86300888349,12.1369911165,5.28510418963,0.12534533876,0.352501827144,0.0441844609369,0.355587770354,5,1
111,4495,80.0,4,2017-11-03,4,5.0,16.0,14.8630088835,7823.5,9.86300888349,12.1369911165,5.28510418963,0.663594361061,1.86619005598,1.23839319782,0.355587770354,5,1
112,4495,80.0,4,2017-11-03,4,5.0,16.0,14.8630088835,7823.5,9.86300888349,12.1369911165,5.28510418963,0.663594361061,1.86619005598,1.23839319782,0.355587770354,5,1
113,4495,660.0,4,2017-11-03,4,11.0,60.0,14.8630088835,7823.5,3.86300888349,12.1369911165,5.28510418963,0.259907594335,0.730923884352,0.189972668424,0.355587770354,5,1
114,4495,520.0,4,2017-11-03,4,10.0,52.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
115,4495,1120.0,4,2017-11-03,4,16.0,70.0,14.8630088835,7823.5,1.13699111651,12.1369911165,5.28510418963,0.0764980446033,0.215131258668,0.0164571206212,0.355587770354,5,1
116,4495,884.0,4,2017-11-03,4,13.0,68.0,14.8630088835,7823.5,1.86300888349,12.1369911165,5.28510418963,0.12534533876,0.352501827144,0.0441844609369,0.355587770354,5,1
117,4495,288.0,4,2017-11-03,4,18.0,16.0,14.8630088835,7823.5,3.13699111651,12.1369911165,5.28510418963,0.211060300179,0.593553315877,0.125275541021,0.355587770354,5,1
118,4495,1155.0,4,2017-11-03,4,11.0,105.0,14.8630088835,7823.5,3.86300888349,12.1369911165,5.28510418963,0.259907594335,0.730923884352,0.189972668424,0.355587770354,5,1
119,4495,640.0,4,2017-11-03,4,10.0,64.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
120,4495,820.0,4,2017-11-03,4,10.0,82.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
121,4495,1744.0,4,2017-11-03,4,16.0,109.0,14.8630088835,7823.5,1.13699111651,12.1369911165,5.28510418963,0.0764980446033,0.215131258668,0.0164571206212,0.355587770354,5,1
122,4495,1260.0,4,2017-11-03,4,10.0,126.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
123,4495,80.0,4,2017-11-03,4,5.0,16.0,14.8630088835,7823.5,9.86300888349,12.1369911165,5.28510418963,0.663594361061,1.86619005598,1.23839319782,0.355587770354,5,1
124,4495,1000.0,4,2017-11-03,4,10.0,100.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
125,4495,200.0,4,2017-11-03,4,5.0,40.0,14.8630088835,7823.5,9.86300888349,12.1369911165,5.28510418963,0.663594361061,1.86619005598,1.23839319782,0.355587770354,5,1
126,4495,200.0,4,2017-11-03,4,5.0,40.0,14.8630088835,7823.5,9.86300888349,12.1369911165,5.28510418963,0.663594361061,1.86619005598,1.23839319782,0.355587770354,5,1
127,4495,598.0,4,2017-11-03,4,13.0,46.0,14.8630088835,7823.5,1.86300888349,12.1369911165,5.28510418963,0.12534533876,0.352501827144,0.0441844609369,0.355587770354,5,1
128,4495,460.0,4,2017-11-03,4,10.0,46.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
129,4495,540.0,4,2017-11-03,4,10.0,54.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
130,4495,1092.0,4,2017-11-03,4,13.0,84.0,14.8630088835,7823.5,1.86300888349,12.1369911165,5.28510418963,0.12534533876,0.352501827144,0.0441844609369,0.355587770354,5,1
131,4495,2496.0,4,2017-11-03,4,12.0,208.0,14.8630088835,7823.5,2.86300888349,12.1369911165,5.28510418963,0.192626466548,0.541712855748,0.104348233286,0.355587770354,5,1
132,4495,4738.5,4,2017-11-03,4,13.5,351.0,14.8630088835,7823.5,1.36300888349,12.1369911165,5.28510418963,0.091704774866,0.257896312842,0.023650323308,0.355587770354,5,1
133,4495,2211.0,4,2017-11-03,4,11.0,201.0,14.8630088835,7823.5,3.86300888349,12.1369911165,5.28510418963,0.259907594335,0.730923884352,0.189972668424,0.355587770354,5,1
134,4495,840.0,4,2017-11-03,4,14.0,60.0,14.8630088835,7823.5,0.863008883492,12.1369911165,5.28510418963,0.0580642109722,0.16329079854,0.00948135137624,0.355587770354,5,1
135,4495,1400.0,4,2017-11-03,4,10.0,140.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
136,4495,1876.0,4,2017-11-03,4,14.0,134.0,14.8630088835,7823.5,0.863008883492,12.1369911165,5.28510418963,0.0580642109722,0.16329079854,0.00948135137624,0.355587770354,5,1
137,4495,1020.0,4,2017-11-03,4,10.0,102.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
138,4495,5250.0,4,2017-11-03,4,10.5,500.0,14.8630088835,7823.5,4.36300888349,12.1369911165,5.28510418963,0.293548158229,0.825529398655,0.242332634539,0.355587770354,5,1
139,4629,3033.0,4,2017-11-03,4,18.0,168.5,14.8630088835,7823.5,3.13699111651,12.1369911165,5.28510418963,0.211060300179,0.593553315877,0.125275541021,0.355587770354,5,1
140,4629,560.0,4,2017-11-03,4,10.0,56.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
141,4629,1370.0,4,2017-11-03,4,20.0,68.5,14.8630088835,7823.5,5.13699111651,12.1369911165,5.28510418963,0.345622555754,0.971975373085,0.335936612576,0.355587770354,5,1
142,4629,702.0,4,2017-11-03,4,18.0,39.0,14.8630088835,7823.5,3.13699111651,12.1369911165,5.28510418963,0.211060300179,0.593553315877,0.125275541021,0.355587770354,5,1
143,4629,720.0,4,2017-11-03,4,10.0,72.0,14.8630088835,7823.5,4.86300888349,12.1369911165,5.28510418963,0.327188722123,0.920134912957,0.301057766351,0.355587770354,5,1
144,4629,1098.0,4,2017-11-03,4,18.0,61.0,14.8630088835,7823.5,3.13699111651,12.1369911165,5.28510418963,0.211060300179,0.593553315877,0.125275541021,0.355587770354,5,1
145,4629,2081.25,4,2017-11-03,4,18.5,112.5,14.8630088835,7823.5,3.63699111651,12.1369911165,5.28510418963,0.244700864073,0.688158830179,0.168393060364,0.355587770354,5,1
146,4629,2280.0,4,2017-11-03,4,20.0,114.0,14.8630088835,7823.5,5.13699111651,12.1369911165,5.28510418963,0.345622555754,0.971975373085,0.335936612576,0.355587770354,5,1
147,4629,2028.0,4,2017-11-03,4,12.0,169.0,14.8630088835,7823.5,2.86300888349,12.1369911165,5.28510418963,0.192626466548,0.541712855748,0.104348233286,0.355587770354,5,1
148,4629,2190.0,4,2017-11-03,4,20.0,109.5,14.8630088835,7823.5,5.13699111651,12.1369911165,5.28510418963,0.345622555754,0.971975373085,0.335936612576,0.355587770354,5,1
149,4629,384.0,4,2017-11-03,4,12.0,32.0,14.8630088835,7823.5,2.86300888349,12.1369911165,5.28510418963,0.192626466548,0.541712855748,0.104348233286,0.355587770354,5,1
