,Date,Aggregator,Market_Real,Crop,Quantity_Real,Price,Amount,State,Av_Rate,Deviation,Max_Deviation,STD,D/Av,D/STD,Deviation_Factor,STD/Av,Flag
20,2017-08-02,2585,3,17,17.0,17.0,289.0,1,21.7402597403,4.74025974026,6.25974025974,3.66415631367,0.218040621266,1.29368382091,0.282075624033,0.168542434977,0
21,2016-08-07,2585,3,6,136.0,25.0,3400.0,1,23.5838150289,1.4161849711,8.5838150289,2.92293569474,0.0600490196078,0.484507741188,0.0290942148507,0.123938204704,0
22,2016-08-07,2585,3,6,25.0,20.0,500.0,1,23.5838150289,3.5838150289,8.5838150289,2.92293569474,0.151960784314,1.2261012226,0.186319303434,0.123938204704,0
23,2016-08-07,2585,3,6,12.0,15.0,180.0,1,23.5838150289,8.5838150289,8.5838150289,2.92293569474,0.363970588235,2.93671018638,1.06887613401,0.123938204704,0
24,2016-08-12,2585,3,2,152.0,6.0,912.0,1,6.0,0.0,0.0,0.0,0.0,,,0.0,0
25,2016-09-21,2585,3,4,150.0,20.0,3000.0,1,24.6428571429,4.64285714286,5.35714285714,4.98722858706,0.188405797101,0.930949336251,0.175396251757,0.202380290489,0
26,2016-09-27,2585,3,4,151.0,16.0,2416.0,1,23.8712624585,7.87126245847,7.87126245847,2.98070284264,0.329738004941,2.64074041393,0.870752475656,0.124865739624,0
27,2016-09-21,2585,3,4,260.0,30.0,7800.0,1,24.6428571429,5.35714285714,5.35714285714,4.98722858706,0.217391304348,1.07417231106,0.233515719795,0.202380290489,0
28,2017-07-23,2585,3,2,30.0,25.0,750.0,1,14.6126429052,10.3873570948,10.3873570948,1.56733689157,0.710847254821,6.62739271354,4.71106391704,0.107258960733,0
29,2016-09-06,2584,3,5,115.0,25.0,2875.0,1,26.5808656036,1.58086560364,1.58086560364,0.988405760692,0.0594738195218,1.59940954061,0.0951229943597,0.0371848597947,0
30,2016-10-27,2586,3,4,155.0,32.0,4960.0,1,28.26692607,3.73307392996,8.26692607004,4.23506249826,0.13206508273,0.88146843913,0.116411202338,0.149823949296,0
31,2016-11-02,2586,3,4,105.0,36.0,3780.0,1,33.8993670886,2.10063291139,8.89936708861,3.93756650473,0.0619667295233,0.533485062124,0.0330583245494,0.11615457287,0
32,2016-09-29,2586,3,4,327.0,26.0,8502.0,1,25.561452514,0.438547486034,1.56145251397,0.999508321434,0.0171565949077,0.438763216502,0.00752768276591,0.0391021723389,0
33,2016-09-27,2586,3,4,260.0,25.0,6500.0,1,23.8712624585,1.12873754153,7.87126245847,2.98070284264,0.0472843672802,0.378681673793,0.0179057233459,0.124865739624,0
34,2016-09-27,2586,3,4,111.0,25.0,2775.0,1,23.8712624585,1.12873754153,7.87126245847,2.98070284264,0.0472843672802,0.378681673793,0.0179057233459,0.124865739624,0
35,2016-09-29,2586,3,4,277.0,27.0,7479.0,1,25.561452514,1.43854748603,1.56145251397,0.999508321434,0.0562780024041,1.43925513693,0.0809984040565,0.0391021723389,0
36,2016-09-27,2586,3,4,92.0,25.0,2300.0,1,23.8712624585,1.12873754153,7.87126245847,2.98070284264,0.0472843672802,0.378681673793,0.0179057233459,0.124865739624,0
37,2016-09-29,2586,3,4,196.0,24.0,4704.0,1,25.561452514,1.56145251397,1.56145251397,0.999508321434,0.0610862200852,1.56222062436,0.0954301528815,0.0391021723389,0
38,2016-09-29,2586,3,4,79.0,25.0,1975.0,1,25.561452514,0.561452513966,1.56145251397,0.999508321434,0.0219648125888,0.56172870393,0.0123382657076,0.0391021723389,0
39,2016-09-29,2586,3,4,139.0,25.0,3475.0,1,25.561452514,0.561452513966,1.56145251397,0.999508321434,0.0219648125888,0.56172870393,0.0123382657076,0.0391021723389,0
40,2016-09-29,2586,3,4,111.0,26.0,2886.0,1,25.561452514,0.438547486034,1.56145251397,0.999508321434,0.0171565949077,0.438763216502,0.00752768276591,0.0391021723389,0
41,2016-09-27,2586,3,4,210.0,25.0,5250.0,1,23.8712624585,1.12873754153,7.87126245847,2.98070284264,0.0472843672802,0.378681673793,0.0179057233459,0.124865739624,0
42,2016-10-27,2586,3,4,147.0,32.0,4704.0,1,28.26692607,3.73307392996,8.26692607004,4.23506249826,0.13206508273,0.88146843913,0.116411202338,0.149823949296,0
43,2016-10-27,2586,3,4,59.0,25.0,1475.0,1,28.26692607,3.26692607004,8.26692607004,4.23506249826,0.115574154117,0.771399730554,0.089153871345,0.149823949296,0
44,2016-11-02,2586,3,4,245.0,36.0,8820.0,1,33.8993670886,2.10063291139,8.89936708861,3.93756650473,0.0619667295233,0.533485062124,0.0330583245494,0.11615457287,0
45,2016-09-27,2586,3,4,170.0,25.0,4250.0,1,23.8712624585,1.12873754153,7.87126245847,2.98070284264,0.0472843672802,0.378681673793,0.0179057233459,0.124865739624,0
46,2016-10-27,2586,3,4,224.0,30.0,6720.0,1,28.26692607,1.73307392996,8.26692607004,4.23506249826,0.0613110150593,0.409220390649,0.0250897175337,0.149823949296,0
47,2016-10-27,2586,3,4,89.0,22.0,1958.0,1,28.26692607,6.26692607004,8.26692607004,4.23506249826,0.221705255623,1.47977180328,0.328073185909,0.149823949296,0
48,2016-11-02,2586,3,4,359.0,36.0,12924.0,1,33.8993670886,2.10063291139,8.89936708861,3.93756650473,0.0619667295233,0.533485062124,0.0330583245494,0.11615457287,0
49,2016-09-27,2586,3,4,210.0,25.0,5250.0,1,23.8712624585,1.12873754153,7.87126245847,2.98070284264,0.0472843672802,0.378681673793,0.0179057233459,0.124865739624,0
50,2016-10-27,2586,3,4,124.0,33.0,4092.0,1,28.26692607,4.73307392996,8.26692607004,4.23506249826,0.167442116565,1.11759246337,0.187132047524,0.149823949296,0
51,2016-11-02,2586,3,4,297.0,36.0,10692.0,1,33.8993670886,2.10063291139,8.89936708861,3.93756650473,0.0619667295233,0.533485062124,0.0330583245494,0.11615457287,0
52,2016-09-29,2586,3,4,66.0,24.0,1584.0,1,25.561452514,1.56145251397,1.56145251397,0.999508321434,0.0610862200852,1.56222062436,0.0954301528815,0.0391021723389,0
53,2016-09-29,2586,3,4,74.0,26.0,1924.0,1,25.561452514,0.438547486034,1.56145251397,0.999508321434,0.0171565949077,0.438763216502,0.00752768276591,0.0391021723389,0
54,2016-09-29,2586,3,4,58.0,25.0,1450.0,1,25.561452514,0.561452513966,1.56145251397,0.999508321434,0.0219648125888,0.56172870393,0.0123382657076,0.0391021723389,0
55,2016-09-29,2586,3,4,105.0,25.0,2625.0,1,25.561452514,0.561452513966,1.56145251397,0.999508321434,0.0219648125888,0.56172870393,0.0123382657076,0.0391021723389,0
56,2016-10-27,2586,3,4,115.0,32.0,3680.0,1,28.26692607,3.73307392996,8.26692607004,4.23506249826,0.13206508273,0.88146843913,0.116411202338,0.149823949296,0
57,2016-11-02,2586,3,4,215.0,36.0,7740.0,1,33.8993670886,2.10063291139,8.89936708861,3.93756650473,0.0619667295233,0.533485062124,0.0330583245494,0.11615457287,0
58,2016-10-27,2749,3,4,43.0,24.0,1032.0,1,28.26692607,4.26692607004,8.26692607004,4.23506249826,0.150951187953,1.00752375479,0.152086907677,0.149823949296,0
59,2017-05-11,2585,3,17,195.0,12.0,2340.0,1,14.2313787639,2.23137876387,2.23137876387,1.53264461808,0.156792873051,1.45590095548,0.228274893688,0.107694738753,0
60,2016-10-13,2585,3,17,151.0,18.0,2718.0,1,17.1143911439,0.885608856089,1.11439114391,0.993435788662,0.0517464424321,0.891460591813,0.0461299141947,0.058046808695,0
61,2016-10-22,2950,3,4,364.0,33.0,12012.0,1,31.3983050847,1.60169491525,5.39830508475,2.94048258033,0.051012145749,0.544704779402,0.027786559597,0.0936509971603,0
62,2017-07-18,2947,3,2,380.0,20.0,7600.0,1,20.2240161453,0.224016145308,1.77598385469,0.630752770313,0.0110767388484,0.355156815557,0.00393397929616,0.0311883043299,0
63,2017-07-18,2947,3,2,335.0,20.0,6700.0,1,20.2240161453,0.224016145308,1.77598385469,0.630752770313,0.0110767388484,0.355156815557,0.00393397929616,0.0311883043299,0
64,2017-07-18,2947,3,2,165.0,20.0,3300.0,1,20.2240161453,0.224016145308,1.77598385469,0.630752770313,0.0110767388484,0.355156815557,0.00393397929616,0.0311883043299,0
65,2017-04-28,3916,3,17,387.0,20.0,7740.0,1,21.9245499809,1.92454998085,2.07545001915,1.7726091991,0.0877805921915,1.08571589374,0.0953047841039,0.080850425694,0
66,2017-05-11,3916,3,17,100.0,16.0,1600.0,1,14.2313787639,1.76862123613,2.23137876387,1.53264461808,0.124276169265,1.15396695051,0.143410592068,0.107694738753,0
67,2017-04-28,3916,3,17,498.0,20.0,9960.0,1,21.9245499809,1.92454998085,2.07545001915,1.7726091991,0.0877805921915,1.08571589374,0.0953047841039,0.080850425694,0
68,2017-04-28,3916,3,17,280.0,24.0,6720.0,1,21.9245499809,2.07545001915,2.07545001915,1.7726091991,0.0946632893703,1.17084466232,0.110836007077,0.080850425694,0
69,2017-05-11,3916,3,17,240.0,15.0,3600.0,1,14.2313787639,0.768621236133,2.23137876387,1.53264461808,0.054008908686,0.501499974011,0.0270854663024,0.107694738753,0
70,2017-08-10,3916,3,17,187.0,21.0,3927.0,1,27.0894245723,6.08942457232,6.08942457232,3.45181406701,0.224789735052,1.76412299565,0.396556740791,0.127422937973,0
71,2017-07-23,3916,3,2,876.0,14.0,12264.0,1,14.6126429052,0.612642905178,10.3873570948,1.56733689157,0.0419255373004,0.390881442576,0.0163879145008,0.107258960733,0
72,2017-07-23,3916,3,2,581.0,15.0,8715.0,1,14.6126429052,0.387357094822,10.3873570948,1.56733689157,0.0265083528924,0.247143480707,0.00655136660164,0.107258960733,0
73,2017-05-07,3916,3,9,346.0,4.0,1384.0,1,3.51834862385,0.481651376147,2.51834862385,1.1013473931,0.136897001304,0.437329201633,0.0598690562862,0.313029637153,0
74,2017-04-28,3916,3,17,55.0,22.0,1210.0,1,21.9245499809,0.0754500191498,2.07545001915,1.7726091991,0.0034413485894,0.0425643842918,0.000146478883841,0.080850425694,0
75,2017-05-07,3916,3,9,670.0,4.0,2680.0,1,3.51834862385,0.481651376147,2.51834862385,1.1013473931,0.136897001304,0.437329201633,0.0598690562862,0.313029637153,0
76,2017-05-07,3916,3,9,82.0,4.0,328.0,1,3.51834862385,0.481651376147,2.51834862385,1.1013473931,0.136897001304,0.437329201633,0.0598690562862,0.313029637153,0
77,2017-08-10,4004,3,17,230.0,30.0,6900.0,1,27.0894245723,2.91057542768,6.08942457232,3.45181406701,0.10744323564,0.843201682125,0.0905963170249,0.127422937973,0
78,2017-08-02,4004,3,17,155.0,23.0,3565.0,1,21.7402597403,1.25974025974,6.25974025974,3.66415631367,0.057945041816,0.34380090583,0.0199215578647,0.168542434977,0
79,2017-08-10,4004,3,17,90.0,30.0,2700.0,1,27.0894245723,2.91057542768,6.08942457232,3.45181406701,0.10744323564,0.843201682125,0.0905963170249,0.127422937973,0
80,2017-08-02,4004,3,17,114.0,24.0,2736.0,1,21.7402597403,2.25974025974,6.25974025974,3.66415631367,0.10394265233,0.616715026952,0.064102995633,0.168542434977,0
81,2017-08-10,4004,3,17,306.0,30.0,9180.0,1,27.0894245723,2.91057542768,6.08942457232,3.45181406701,0.10744323564,0.843201682125,0.0905963170249,0.127422937973,0
82,2017-08-02,4004,3,17,73.0,23.0,1679.0,1,21.7402597403,1.25974025974,6.25974025974,3.66415631367,0.057945041816,0.34380090583,0.0199215578647,0.168542434977,0
83,2017-08-10,4004,3,17,78.0,30.0,2340.0,1,27.0894245723,2.91057542768,6.08942457232,3.45181406701,0.10744323564,0.843201682125,0.0905963170249,0.127422937973,0
84,2017-04-28,3916,3,17,762.0,24.0,18288.0,1,21.9245499809,2.07545001915,2.07545001915,1.7726091991,0.0946632893703,1.17084466232,0.110836007077,0.080850425694,0
85,2017-04-28,3916,3,17,181.0,21.0,3801.0,1,21.9245499809,0.92454998085,2.07545001915,1.7726091991,0.042169621801,0.521575754723,0.0219946523172,0.080850425694,0
86,2017-04-28,3916,3,17,258.0,21.0,5418.0,1,21.9245499809,0.92454998085,2.07545001915,1.7726091991,0.042169621801,0.521575754723,0.0219946523172,0.080850425694,0
87,2017-04-28,3916,3,17,72.0,21.0,1512.0,1,21.9245499809,0.92454998085,2.07545001915,1.7726091991,0.042169621801,0.521575754723,0.0219946523172,0.080850425694,0
88,2017-04-28,3916,3,17,118.0,22.0,2596.0,1,21.9245499809,0.0754500191498,2.07545001915,1.7726091991,0.0034413485894,0.0425643842918,0.000146478883841,0.080850425694,0
89,2017-07-21,4269,3,6,20.0,26.0,520.0,1,25.6808510638,0.31914893617,7.68085106383,4.45357319119,0.0124275062138,0.0716613205777,0.000890571506765,0.173419999988,0
90,2017-07-21,4269,3,6,25.0,25.0,625.0,1,25.6808510638,0.68085106383,7.68085106383,4.45357319119,0.026512013256,0.152877483899,0.00405308987968,0.173419999988,0
91,2017-07-21,4269,3,6,30.0,18.0,540.0,1,25.6808510638,7.68085106383,7.68085106383,4.45357319119,0.299088649544,1.72464911524,0.515822974814,0.173419999988,0
92,2017-07-16,4269,3,6,65.0,21.0,1365.0,1,21.0806451613,0.0806451612903,1.08064516129,0.789004826364,0.00382555470543,0.102211239521,0.000391014688296,0.0374279259637,0
93,2017-08-10,4269,3,17,31.0,26.0,806.0,1,27.0894245723,1.08942457232,6.08942457232,3.45181406701,0.0402158624451,0.315609285775,0.0126924996231,0.127422937973,0
94,2017-07-16,4269,3,6,25.0,20.0,500.0,1,21.0806451613,1.08064516129,1.08064516129,0.789004826364,0.0512624330528,1.36963060958,0.0702105974304,0.0374279259637,0
95,2017-07-21,4269,3,6,15.0,20.0,300.0,1,25.6808510638,5.68085106383,7.68085106383,4.45357319119,0.221209610605,1.27557150628,0.282168676203,0.173419999988,0
96,2017-07-16,4269,3,6,35.0,20.0,700.0,1,21.0806451613,1.08064516129,1.08064516129,0.789004826364,0.0512624330528,1.36963060958,0.0702105974304,0.0374279259637,0
97,2017-07-16,4269,3,6,30.0,21.0,630.0,1,21.0806451613,0.0806451612903,1.08064516129,0.789004826364,0.00382555470543,0.102211239521,0.000391014688296,0.0374279259637,0
98,2017-07-16,4269,3,6,25.0,20.0,500.0,1,21.0806451613,1.08064516129,1.08064516129,0.789004826364,0.0512624330528,1.36963060958,0.0702105974304,0.0374279259637,0
99,2017-07-21,4269,3,6,45.0,30.0,1350.0,1,25.6808510638,4.31914893617,7.68085106383,4.45357319119,0.168185584093,0.969816538485,0.163109160988,0.173419999988,0
100,2017-07-21,4269,3,6,10.0,28.0,280.0,1,25.6808510638,2.31914893617,7.68085106383,4.45357319119,0.0903065451533,0.520738929531,0.0470261336528,0.173419999988,0
101,2017-08-10,4269,3,17,50.0,25.0,1250.0,1,27.0894245723,2.08942457232,6.08942457232,3.45181406701,0.0771306369664,0.605312027751,0.0466881022639,0.127422937973,0
102,2017-08-10,4269,3,17,50.0,26.0,1300.0,1,27.0894245723,1.08942457232,6.08942457232,3.45181406701,0.0402158624451,0.315609285775,0.0126924996231,0.127422937973,0
103,2017-07-21,4269,3,6,15.0,22.0,330.0,1,25.6808510638,3.68085106383,7.68085106383,4.45357319119,0.143330571665,0.826493897329,0.118461842782,0.173419999988,0
104,2017-07-16,4269,3,6,25.0,22.0,550.0,1,21.0806451613,0.91935483871,1.08064516129,0.789004826364,0.0436113236419,1.16520813053,0.0508162688909,0.0374279259637,0
105,2017-07-16,4269,3,6,40.0,22.0,880.0,1,21.0806451613,0.91935483871,1.08064516129,0.789004826364,0.0436113236419,1.16520813053,0.0508162688909,0.0374279259637,0
106,2017-07-21,4269,3,6,55.0,30.0,1650.0,1,25.6808510638,4.31914893617,7.68085106383,4.45357319119,0.168185584093,0.969816538485,0.163109160988,0.173419999988,0
107,2017-07-16,4269,3,6,45.0,22.0,990.0,1,21.0806451613,0.91935483871,1.08064516129,0.789004826364,0.0436113236419,1.16520813053,0.0508162688909,0.0374279259637,0
108,2017-07-21,4269,3,6,20.0,22.0,440.0,1,25.6808510638,3.68085106383,7.68085106383,4.45357319119,0.143330571665,0.826493897329,0.118461842782,0.173419999988,0
109,2017-07-16,4269,3,6,20.0,21.0,420.0,1,21.0806451613,0.0806451612903,1.08064516129,0.789004826364,0.00382555470543,0.102211239521,0.000391014688296,0.0374279259637,0
110,2017-08-02,4269,3,17,75.0,28.0,2100.0,1,21.7402597403,6.25974025974,6.25974025974,3.66415631367,0.287933094385,1.70837151144,0.491896695648,0.168542434977,0
111,2017-08-02,4269,3,17,29.0,26.0,754.0,1,21.7402597403,4.25974025974,6.25974025974,3.66415631367,0.195937873357,1.1625432692,0.227786255852,0.168542434977,0
112,2017-08-10,4269,3,17,49.0,26.0,1274.0,1,27.0894245723,1.08942457232,6.08942457232,3.45181406701,0.0402158624451,0.315609285775,0.0126924996231,0.127422937973,0
