,Date,Aggregator,Market_Real,Crop,Quantity_Real,Price,Amount,State,Compute,Av_Rate,Deviation,Max_Deviation,STD,D/Av,D/STD,Deviation_Factor,STD/Av,Flag
39,2015-12-17,2286,3,3,642.0,4.0,2568.0,1,1,4.0,0.0,0.0,0.0,0.0,,,0.0,1
40,2016-11-04,2287,3,3,300.0,13.0,3900.0,1,1,13.1592967501,0.159296750133,0.840703249867,0.365952586451,0.0121052631579,0.435293412401,0.00526934130801,0.0278094333914,1
41,2016-11-06,2287,3,3,800.0,12.5,10000.0,1,1,12.7835497835,0.28354978355,0.28354978355,0.247738596153,0.0221808330511,1.14455231423,0.0253871238001,0.0193794838169,1
42,2015-12-20,2287,3,3,275.0,4.5,1237.5,1,1,4.59905944987,0.0990594498669,2.09905944987,0.624086912799,0.021539067052,0.15872701035,0.00341883171889,0.135698813986,1
43,2016-01-03,2286,3,4,300.0,1.0,300.0,1,1,1.91666666667,0.916666666667,2.08333333333,1.38192699598,0.478260869565,0.663324958071,0.317242371251,0.721005389208,1
44,2016-01-03,2287,3,10,55.0,22.0,1210.0,1,1,22.0,0.0,0.0,0.0,0.0,,,0.0,1
45,2015-12-12,2286,3,2,380.0,4.0,1520.0,1,1,4.40332458443,0.403324584427,1.09667541557,0.75124123977,0.0915954698987,0.536877587485,0.0491755549037,0.170607736352,1
46,2015-12-12,2286,3,2,234.0,3.5,819.0,1,1,4.40332458443,0.903324584427,1.09667541557,0.75124123977,0.205146036161,1.20244275288,0.246676364464,0.170607736352,1
47,2015-12-18,2286,3,7,273.0,10.5,2866.5,1,1,10.375,0.125,0.375,0.216506350946,0.0120481927711,0.57735026919,0.00695602733963,0.0208680820189,1
48,2015-12-25,2286,3,7,448.0,5.75,2576.0,1,1,5.75,0.0,0.0,0.0,0.0,,,0.0,1
49,2015-12-25,2286,3,3,275.0,5.0,1375.0,1,1,5.0,0.0,0.0,0.0,0.0,,,0.0,1
50,2015-12-27,2286,3,3,441.0,5.3,2337.3,1,1,4.96870794078,0.331292059219,0.331292059219,0.18739720241,0.0666756958082,1.76786021861,0.117873310167,0.0377154794856,1
51,2015-12-30,2286,3,8,338.0,5.5,1859.0,1,1,5.5,0.0,0.0,0.0,0.0,,,0.0,1
52,2016-01-02,2286,3,3,697.0,3.0,2091.0,1,1,3.34612549148,0.346125491481,0.653874508519,0.44431678963,0.103440678588,0.779006104562,0.0805809200805,0.132785453134,1
53,2015-12-08,2287,3,3,800.0,4.5,3600.0,1,1,4.21621621622,0.283783783784,0.283783783784,0.247706794322,0.0673076923077,1.14564392374,0.0771106487132,0.0587509704482,1
54,2016-01-11,2287,3,3,592.0,2.0,1184.0,1,1,2.0,0.0,0.0,0.0,0.0,,,0.0,1
55,2017-01-20,2287,3,3,500.0,3.0,1500.0,1,1,2.60060362173,0.39939637827,0.39939637827,0.200451296229,0.153578336557,1.99248588452,0.306002667758,0.0770787576216,1
56,2016-12-06,2286,3,2,182.0,2.0,364.0,1,1,2.81629612652,0.816296126518,2.18370387348,0.791096359934,0.2898474059,1.0318542315,0.299080272266,0.280899566095,1
57,2016-01-03,2287,3,4,132.0,4.0,528.0,1,1,1.91666666667,2.08333333333,2.08333333333,1.38192699598,1.08695652174,1.50755672289,1.63864861184,0.721005389208,4
58,2016-01-03,2287,3,2,96.0,12.0,1152.0,1,1,8.04485488127,3.95514511873,3.95514511873,1.54291081777,0.491636602165,2.56343080441,1.26027641056,0.191788520806,2
59,2016-02-21,2286,3,2,66.0,2.25,148.5,1,1,2.4287037037,0.178703703704,0.178703703704,0.112875649316,0.0735798703774,1.58319092547,0.116490983079,0.0464756771869,1
60,2017-02-04,2287,3,2,73.0,4.0,292.0,1,1,3.88299817185,0.117001828154,1.11700182815,0.552560738095,0.030131826742,0.21174473698,0.00638025572822,0.14230260063,1
61,2015-12-13,2286,3,2,74.0,8.0,592.0,1,1,5.20986238532,2.79013761468,2.79013761468,0.765209079396,0.535549196566,3.64624217068,1.95274206499,0.146877023384,2
62,2016-01-09,2286,3,3,217.0,2.0,434.0,1,1,2.06038647343,0.06038647343,0.43961352657,0.162931613083,0.0293083235639,0.370624658331,0.0108623874071,0.0790781803238,1
63,2015-12-28,2286,3,3,523.0,4.0,2092.0,1,1,4.50501882058,0.505018820577,0.505018820577,0.499974810806,0.112101378638,1.01008852779,0.113232316511,0.110981736307,1
64,2017-01-31,2287,3,2,58.0,3.0,174.0,1,1,3.67287784679,0.672877846791,1.32712215321,0.811810720263,0.183201803833,0.828860508978,0.151848740371,0.221028510647,1
65,2015-12-20,2287,3,3,335.0,4.5,1507.5,1,1,4.59905944987,0.0990594498669,2.09905944987,0.624086912799,0.021539067052,0.15872701035,0.00341883171889,0.135698813986,1
66,2016-12-10,2286,3,3,831.0,5.5,4570.5,1,1,6.61421073095,1.11421073095,1.88578926905,1.18346658433,0.168457095831,0.941480516397,0.158599073573,0.178927861912,1
67,2017-01-10,2287,3,3,863.0,2.0,1726.0,1,1,2.37385273258,0.373852732582,2.62614726742,0.905863247287,0.157487752905,0.412703279112,0.064995712044,0.381600440016,1
68,2015-12-20,2286,3,3,472.0,4.7,2218.4,1,1,4.59905944987,0.100940550133,2.09905944987,0.624086912799,0.0219480855234,0.161741174287,0.00354990912591,0.135698813986,1
69,2015-12-25,2286,3,3,495.0,5.0,2475.0,1,1,5.0,0.0,0.0,0.0,0.0,,,0.0,1
70,2016-01-21,2287,3,3,712.0,3.0,2136.0,1,1,2.96057736194,0.0394226380648,0.460577361935,0.214904073191,0.0133158614842,0.183442954242,0.00244270096894,0.0725885686874,1
71,2015-12-12,2286,3,2,40.0,3.5,140.0,1,1,4.40332458443,0.903324584427,1.09667541557,0.75124123977,0.205146036161,1.20244275288,0.246676364464,0.170607736352,1
72,2015-12-14,2286,3,3,503.0,3.0,1509.0,1,1,3.0,0.0,0.0,0.0,0.0,,,0.0,1
73,2015-12-18,2286,3,3,509.0,4.0,2036.0,1,1,4.08238636364,0.0823863636364,0.167613636364,0.117512033409,0.0201809324983,0.701088741693,0.0141486245714,0.0287851327487,1
74,2015-12-20,2286,3,3,800.0,5.0,4000.0,1,1,4.59905944987,0.400940550133,2.09905944987,0.624086912799,0.0871788143866,0.642443451242,0.0560074583897,0.135698813986,1
75,2015-12-31,2286,3,3,482.0,4.0,1928.0,1,1,3.72352269483,0.276477305167,0.276477305167,0.248593950673,0.0742515429141,1.11216425186,0.0825799116745,0.0667631087673,1
76,2016-01-11,2287,3,3,262.0,2.0,524.0,1,1,2.0,0.0,0.0,0.0,0.0,,,0.0,1
77,2016-10-27,2287,3,3,350.0,11.0,3850.0,1,1,11.316576087,0.316576086957,1.68342391304,0.730021749731,0.0279745467643,0.433652952221,0.0121312447914,0.0645090656504,1
78,2016-11-04,2287,3,3,1278.0,13.0,16614.0,1,1,13.1592967501,0.159296750133,0.840703249867,0.365952586451,0.0121052631579,0.435293412401,0.00526934130801,0.0278094333914,1
79,2016-11-06,2287,3,3,1048.0,13.0,13624.0,1,1,12.7835497835,0.21645021645,0.28354978355,0.247738596153,0.0169319336268,0.873704056661,0.0147934990969,0.0193794838169,1
80,2016-11-08,2287,3,3,890.0,12.0,10680.0,1,1,11.9414936641,0.0585063359396,6.94149366406,1.60984971434,0.00489941523109,0.03634273151,0.000178058132299,0.134811419712,1
81,2016-11-08,2287,3,3,1785.0,12.0,21420.0,1,1,11.9414936641,0.0585063359396,6.94149366406,1.60984971434,0.00489941523109,0.03634273151,0.000178058132299,0.134811419712,1
82,2017-01-09,2287,3,3,1180.0,2.0,2360.0,1,1,2.0365230095,0.036523009496,0.463476990504,0.130106012641,0.0179340028694,0.280717307022,0.00503438498964,0.0638863455185,1
83,2017-01-15,2287,3,3,226.0,2.5,565.0,1,1,3.78324002799,1.28324002799,1.28324002799,1.24955796206,0.339190751445,1.02695518492,0.348333700873,0.330287783173,1
84,2017-01-29,2287,3,3,245.0,2.0,490.0,1,1,1.78932370821,0.210676291793,1.21067629179,0.727611635122,0.117740736809,0.289544973752,0.0340912385488,0.406640582576,1
85,2017-01-31,2287,3,2,88.0,3.0,264.0,1,1,3.67287784679,0.672877846791,1.32712215321,0.811810720263,0.183201803833,0.828860508978,0.151848740371,0.221028510647,1
86,2017-02-10,2286,3,3,256.0,1.0,256.0,1,1,2.03840682788,1.03840682788,1.03840682788,0.633313011681,0.509420795534,1.63964233914,0.835267904796,0.310690193448,1
87,2017-08-10,3775,3,3,12.0,12.0,144.0,1,1,12.0,0.0,0.0,0.0,0.0,,,0.0,1
88,2017-08-12,3775,3,3,15.0,12.0,180.0,1,1,12.0,0.0,0.0,0.0,0.0,,,0.0,1
89,2016-01-02,2286,3,3,129.0,3.0,387.0,1,1,3.34612549148,0.346125491481,0.653874508519,0.44431678963,0.103440678588,0.779006104562,0.0805809200805,0.132785453134,1
90,2016-01-18,2287,3,3,558.0,2.0,1116.0,1,1,2.0824099723,0.0824099722992,1.9175900277,0.955108963149,0.0395743265713,0.0862833199968,0.00341460428321,0.458655584565,1
91,2015-12-24,2286,3,3,995.0,4.5,4477.5,1,1,4.72829055161,0.228290551611,0.271709448389,0.249055615979,0.0482818365579,0.916624789663,0.0442563282794,0.0526735007632,1
92,2016-02-15,2286,3,2,92.0,3.0,276.0,1,1,3.0,0.0,0.0,0.0,0.0,,,0.0,1
93,2015-12-27,2286,3,3,297.0,5.0,1485.0,1,1,4.96870794078,0.0312920592194,0.331292059219,0.18739720241,0.00629782623417,0.166982531313,0.00105162696635,0.0377154794856,1
94,2016-10-28,2286,3,3,733.0,15.0,10995.0,1,1,15.0,0.0,0.0,0.0,0.0,,,0.0,1
95,2016-10-31,2286,3,3,581.0,14.0,8134.0,1,1,13.7898622047,0.210137795276,0.789862204724,0.407406311036,0.0152385710717,0.515794158272,0.00785996593919,0.0295439000759,1
96,2016-11-02,2286,3,46,270.0,9.0,2430.0,1,1,10.0985915493,1.0985915493,1.9014084507,1.44529279238,0.108786610879,0.760116950066,0.0826905468691,0.143118254197,1
97,2016-11-03,2286,3,3,279.0,11.0,3069.0,1,1,11.0,0.0,0.0,0.0,0.0,,,0.0,1
98,2016-11-05,2286,3,3,301.0,14.0,4214.0,1,1,13.5686719637,0.431328036322,3.56867196368,1.2406725073,0.0317885226702,0.347656640882,0.0110514910101,0.0914365466732,1
99,2015-12-12,2287,3,3,320.0,4.0,1280.0,1,1,3.72565947242,0.274340527578,1.72565947242,0.587265834031,0.0736354273944,0.467148796474,0.0343987012852,0.157627351179,1
100,2015-12-29,2286,3,4,223.0,9.0,2007.0,1,1,9.0,0.0,0.0,0.0,0.0,,,0.0,1
101,2016-10-27,2287,3,3,300.0,11.0,3300.0,1,1,11.316576087,0.316576086957,1.68342391304,0.730021749731,0.0279745467643,0.433652952221,0.0121312447914,0.0645090656504,1
102,2016-02-29,2287,3,3,935.0,1.0,935.0,1,1,1.0,0.0,0.0,0.0,0.0,,,0.0,1
103,2016-01-03,2287,3,3,380.0,4.0,1520.0,1,1,2.98213856146,1.01786143854,1.01786143854,0.831788345591,0.341319297396,1.22370245259,0.417673261341,0.278923439823,1
104,2016-01-21,2287,3,3,761.0,3.0,2283.0,1,1,2.96057736194,0.0394226380648,0.460577361935,0.214904073191,0.0133158614842,0.183442954242,0.00244270096894,0.0725885686874,1
105,2015-12-17,2286,3,3,325.0,4.0,1300.0,1,1,4.0,0.0,0.0,0.0,0.0,,,0.0,1
106,2015-12-20,2286,3,3,240.0,4.5,1080.0,1,1,4.59905944987,0.0990594498669,2.09905944987,0.624086912799,0.021539067052,0.15872701035,0.00341883171889,0.135698813986,1
107,2015-12-31,2286,3,3,366.0,3.5,1281.0,1,1,3.72352269483,0.223522694833,0.276477305167,0.248593950673,0.0600298999502,0.899147763765,0.0539757502992,0.0667631087673,1
108,2016-01-02,2286,3,3,344.0,3.0,1032.0,1,1,3.34612549148,0.346125491481,0.653874508519,0.44431678963,0.103440678588,0.779006104562,0.0805809200805,0.132785453134,1
109,2015-12-19,2287,3,3,365.0,4.0,1460.0,1,1,4.31754681964,0.317546819639,0.682453180361,0.251143875676,0.0735479736304,1.26440200377,0.0929942052315,0.0581681881325,1
110,2015-12-21,2287,3,3,767.0,5.0,3835.0,1,1,5.04597355769,0.0459735576923,0.545973557692,0.22448930134,0.00911093908176,0.204791753629,0.00186584519176,0.0444887985982,1
111,2017-01-09,2287,3,3,800.0,2.0,1600.0,1,1,2.0365230095,0.036523009496,0.463476990504,0.130106012641,0.0179340028694,0.280717307022,0.00503438498964,0.0638863455185,1
112,2017-01-11,2287,3,3,779.0,2.5,1947.5,1,1,2.81409655496,0.314096554957,2.18590344504,0.93970680799,0.111615415044,0.334249525795,0.03730739955,0.333928417038,1
113,2017-01-25,2287,3,3,669.0,2.0,1338.0,1,1,2.795153351,0.795153351003,1.204846649,0.823310971189,0.284475751829,0.965799532412,0.274746548099,0.294549481835,1
114,2016-01-30,2287,3,3,510.0,2.0,1020.0,1,1,1.80516521079,0.194834789214,0.305165210786,0.243837649921,0.107931832527,0.799034887668,0.0862412996789,0.135077747158,1
115,2016-02-02,2287,3,3,540.0,1.0,540.0,1,1,1.0,0.0,0.0,0.0,0.0,,,0.0,1
116,2016-01-02,2286,3,3,517.0,4.0,2068.0,1,1,3.34612549148,0.653874508519,0.653874508519,0.44431678963,0.195412428549,1.47164033361,0.287576811541,0.132785453134,1
117,2016-01-13,2287,3,3,438.0,2.0,876.0,1,1,2.0,0.0,0.0,0.0,0.0,,,0.0,1
118,2015-12-18,2286,3,19,18.0,12.0,216.0,1,1,12.0,0.0,0.0,0.0,0.0,,,0.0,1
119,2016-01-07,2286,3,2,62.0,7.0,434.0,1,1,7.0,0.0,0.0,0.0,0.0,,,0.0,1
120,2015-12-18,2286,3,7,91.0,10.0,910.0,1,1,10.375,0.375,0.375,0.216506350946,0.0361445783133,1.73205080757,0.0626042460567,0.0208680820189,1
121,2015-12-20,2286,3,3,207.0,3.0,621.0,1,1,4.59905944987,1.59905944987,2.09905944987,0.624086912799,0.347692711368,2.56223839512,0.890871614772,0.135698813986,1
122,2015-12-11,2286,3,3,430.0,2.5,1075.0,1,1,3.08608655188,0.586086551885,0.913913448115,0.478273412784,0.189912545235,1.22542156059,0.232722927559,0.154977316658,1
123,2017-01-12,2287,3,15,344.0,8.0,2752.0,1,1,8.30595813205,0.305958132045,0.694041867955,0.46081205874,0.0368359829391,0.66395426561,0.0244574080004,0.0554796992008,1
124,2017-01-12,2287,3,15,190.0,9.0,1710.0,1,1,8.30595813205,0.694041867955,0.694041867955,0.46081205874,0.0835595191935,1.50612783409,0.125851317661,0.0554796992008,1
125,2015-12-17,2286,3,2,464.0,7.0,3248.0,1,1,6.90780730897,0.0921926910299,0.90780730897,0.289297768312,0.0133461584706,0.318677505076,0.00425312048376,0.0418798260248,1
126,2015-12-19,2286,3,4,39.0,10.0,390.0,1,1,10.0,0.0,0.0,0.0,0.0,,,0.0,1
127,2015-12-23,2286,3,3,64.0,4.75,304.0,1,1,4.9916274202,0.241627420199,0.241627420199,0.0449782709512,0.0484065415662,5.37209223674,0.260044406155,0.00901074282291,1
128,2015-12-30,2286,3,3,371.0,5.0,1855.0,1,1,4.66369133314,0.336308666859,0.836308666859,0.47887762203,0.0721121195283,0.702285200617,0.0506432743299,0.10268210047,1
129,2016-02-11,2286,3,3,371.0,1.25,463.75,1,1,1.25,0.0,0.0,0.0,0.0,,,0.0,1
130,2016-03-09,2286,3,3,783.0,1.0,783.0,1,1,1.0,0.0,0.0,0.0,0.0,,,0.0,1
131,2016-03-13,2286,3,2,332.0,3.0,996.0,1,1,3.08788209607,0.0878820960699,0.41211790393,0.1903097087,0.0284603146544,0.461784617666,0.0131425355213,0.0616311448361,1
132,2016-03-16,2286,3,3,693.0,1.0,693.0,1,1,1.0,0.0,0.0,0.0,0.0,,,0.0,1
133,2016-03-18,2286,3,3,615.0,1.0,615.0,1,1,1.0,0.0,0.0,0.0,0.0,,,0.0,1
134,2015-12-28,2286,3,2,30.0,11.0,330.0,1,1,11.0,0.0,0.0,0.0,0.0,,,0.0,1
135,2015-12-28,2286,3,4,45.0,10.0,450.0,1,1,10.0,0.0,0.0,0.0,0.0,,,0.0,1
136,2016-01-09,2286,3,2,52.0,6.0,312.0,1,1,5.83606557377,0.16393442623,0.33606557377,0.234718378086,0.0280898876404,0.69843029577,0.0196188285329,0.0402185984923,1
137,2015-12-31,2286,3,4,89.0,5.0,445.0,1,1,5.0,0.0,0.0,0.0,0.0,,,0.0,1
138,2015-12-18,2286,3,3,120.0,4.0,480.0,1,1,4.08238636364,0.0823863636364,0.167613636364,0.117512033409,0.0201809324983,0.701088741693,0.0141486245714,0.0287851327487,1
139,2016-01-03,2286,3,2,152.0,8.0,1216.0,1,1,8.04485488127,0.0448548812665,3.95514511873,1.54291081777,0.0055755985569,0.0290715968478,0.000162091553432,0.191788520806,1
140,2015-12-14,2286,3,2,170.0,5.5,935.0,1,1,5.13322884013,0.366771159875,0.366771159875,0.22105315248,0.0714503816794,1.65919895626,0.118550398707,0.0430631790176,1
141,2015-12-11,2286,3,3,212.0,3.0,636.0,1,1,3.08608655188,0.0860865518846,0.913913448115,0.478273412784,0.0278950542823,0.179994433275,0.00502095448671,0.154977316658,1
142,2015-12-13,2286,3,2,264.0,5.0,1320.0,1,1,5.20986238532,0.209862385321,2.79013761468,0.765209079396,0.0402817521462,0.274254959817,0.0110474703162,0.146877023384,1
143,2016-01-07,2286,3,3,267.0,2.5,667.5,1,1,2.56716191631,0.0671619163129,0.182838083687,0.11081406082,0.0261619323215,0.606077566475,0.0158561602757,0.0431659803442,1
144,2015-12-13,2286,3,3,370.0,3.0,1110.0,1,1,3.0,0.0,0.0,0.0,0.0,,,0.0,1
145,2016-01-12,2286,3,3,412.0,1.5,618.0,1,1,1.5,0.0,0.0,0.0,0.0,,,0.0,1
146,2016-01-09,2286,3,3,429.0,2.0,858.0,1,1,2.06038647343,0.06038647343,0.43961352657,0.162931613083,0.0293083235639,0.370624658331,0.0108623874071,0.0790781803238,1
147,2015-12-25,2286,3,3,439.0,5.0,2195.0,1,1,5.0,0.0,0.0,0.0,0.0,,,0.0,1
148,2016-01-02,2286,3,3,468.0,4.0,1872.0,1,1,3.34612549148,0.653874508519,0.653874508519,0.44431678963,0.195412428549,1.47164033361,0.287576811541,0.132785453134,1
149,2015-12-31,2286,3,3,530.0,3.5,1855.0,1,1,3.72352269483,0.223522694833,0.276477305167,0.248593950673,0.0600298999502,0.899147763765,0.0539757502992,0.0667631087673,1
150,2015-12-30,2286,3,3,639.0,4.5,2875.5,1,1,4.66369133314,0.163691333141,0.836308666859,0.47887762203,0.0350990924245,0.341822890883,0.0119976732399,0.10268210047,1
151,2015-12-23,2286,3,3,672.0,5.0,3360.0,1,1,4.9916274202,0.00837257980115,0.241627420199,0.0449782709512,0.00167732466716,0.186147213401,0.000312229312759,0.00901074282291,1
152,2016-01-18,2286,3,3,681.0,1.5,1021.5,1,1,2.0824099723,0.582409972299,1.9175900277,0.955108963149,0.279680744929,0.609783799305,0.170544787235,0.458655584565,1
153,2015-12-27,2286,3,3,793.0,5.0,3965.0,1,1,4.96870794078,0.0312920592194,0.331292059219,0.18739720241,0.00629782623417,0.166982531313,0.00105162696635,0.0377154794856,1
154,2016-10-28,2286,3,3,571.0,15.0,8565.0,1,1,15.0,0.0,0.0,0.0,0.0,,,0.0,1
155,2016-10-29,2286,3,17,67.0,26.0,1742.0,1,1,23.6188605108,2.38113948919,2.61886051081,1.19186744814,0.100815172184,1.99782240291,0.201410809543,0.0504625296211,4
156,2016-10-31,2286,3,3,715.0,14.0,10010.0,1,1,13.7898622047,0.210137795276,0.789862204724,0.407406311036,0.0152385710717,0.515794158272,0.00785996593919,0.0295439000759,1
157,2016-11-04,2286,3,46,55.0,7.0,385.0,1,1,7.26666666667,0.266666666667,0.733333333333,0.442216638714,0.0366972477064,0.603022689156,0.0221292729965,0.0608555007405,1
158,2016-11-04,2286,3,46,20.0,8.0,160.0,1,1,7.26666666667,0.733333333333,0.733333333333,0.442216638714,0.100917431193,1.65831239518,0.167352627036,0.0608555007405,1
159,2016-11-05,2286,3,4,39.0,28.0,1092.0,1,1,37.9991126886,9.99911268855,15.9991126886,7.64971823647,0.26314068885,1.30712169775,0.343956903956,0.201313075365,4
160,2016-11-05,2286,3,3,616.0,14.0,8624.0,1,1,13.5686719637,0.431328036322,3.56867196368,1.2406725073,0.0317885226702,0.347656640882,0.0110514910101,0.0914365466732,1
161,2016-11-05,2286,3,4,63.0,26.0,1638.0,1,1,37.9991126886,11.9991126886,15.9991126886,7.64971823647,0.315773496789,1.56856923584,0.495312592557,0.201313075365,4
162,2016-11-07,2286,3,3,147.0,14.0,2058.0,1,1,13.5466074826,0.453392517438,0.453392517438,0.145366721949,0.0334690820578,3.11895674168,0.104388619122,0.0107308580496,1
163,2016-11-07,2286,3,3,338.0,13.5,4563.0,1,1,13.5466074826,0.0466074825618,0.453392517438,0.145366721949,0.00344052801573,0.32062002869,0.00110310219111,0.0107308580496,1
164,2016-11-08,2286,3,17,34.0,28.0,952.0,1,1,28.526618705,0.526618705036,6.52661870504,2.57247677702,0.0184606072834,0.204712714898,0.00377912103565,0.0901781176246,0
165,2016-11-08,2286,3,5,13.0,32.0,416.0,1,1,34.2496050553,2.24960505529,9.24960505529,1.85204258015,0.0656826568266,1.21466162787,0.0797822028639,0.0540748594666,4
