,Date,Aggregator,Market_Real,Crop,Quantity_Real,Price,Amount,State,Av_Rate,Total_Quantity,Deviation,Max_Deviation,STD,Max D /STD,D/Av,D/STD,Deviation_Factor,STD/Av,Flag,Compute
14,12/25/2015,2286,3,2,235,9,2115,1,9,490,0,0,0,,0,,,0,1,1
15,12/29/2015,2286,3,3,159,4.75,755.25,1,4.835819793,3385,0.085819793,0.164180207,0.118700933,,0.01774669,0.722991735,0.01283071,0.024546186,1,1
16,12/20/2015,2287,3,3,285,2.5,712.5,1,4.59905945,5635,2.09905945,2.09905945,0.624086913,,0.456410593,3.363408857,1.53509543,0.135698814,1,1
17,1/30/2016,2287,3,3,1026,1.5,1539,1,1.805165211,2633,0.305165211,0.305165211,0.24383765,,0.169051126,1.251509809,0.211569142,0.135077747,1,1
18,2/24/2016,2287,3,3,630,1,630,1,1,1995,0,0,0,,0,,,0,1,1
19,3/7/2016,2287,3,3,1215,2,2430,1,2,1675,0,0,0,,0,,,0,1,1
20,3/25/2016,2287,3,3,965,1.5,1447.5,1,1.5,1668,0,0,0,,0,,,0,1,1
21,12/30/2015,2286,3,4,70,9,630,1,9,70,0,0,0,,0,,,0,1,1
22,1/2/2016,2286,3,3,360,3,1080,1,3.346125491,6104,0.346125491,0.653874509,0.44431679,,0.103440679,0.779006105,0.08058092,0.132785453,1,1
23,1/3/2016,2286,3,3,522,2.25,1174.5,1,2.982138561,4157,0.732138561,1.017861439,0.831788346,,0.245507895,0.880198148,0.216095595,0.27892344,1,1
24,12/21/2015,2286,3,3,590,5.25,3097.5,1,5.045973558,6656,0.204026442,0.545973558,0.224489301,,0.040433514,0.908847063,0.03674788,0.044488799,1,1
25,12/26/2015,2286,3,3,614,5.5,3377,1,5.445138512,1841,0.054861488,0.195138512,0.103467817,,0.010075315,0.530227561,0.00534221,0.019001871,1,1
26,12/19/2015,2287,3,7,205,7,1435,1,7,205,0,0,0,,0,,,0,1,1
27,12/21/2015,2287,3,3,973,5,4865,1,5.045973558,6656,0.045973558,0.545973558,0.224489301,,0.009110939,0.204791754,0.001865845,0.044488799,1,1
28,1/6/2016,2287,3,3,146,2,292,1,2,1621,0,0,0,,0,,,0,1,1
29,1/29/2016,2287,3,3,1026,1.5,1539,1,1.805165211,2633,0.305165211,0.305165211,0.24383765,,0.169051126,1.251509809,0.211569142,0.135077747,1,1
30,4/8/2017,2287,3,21,70,3,210,1,3,615,0,0,0,,0,,,0,1,1
31,12/26/2016,2287,3,2,383,3.5,1340.5,1,4.41091954,1566,0.91091954,0.91091954,0.652298851,,0.206514658,1.396475771,0.288392716,0.147882736,1,1
32,2/17/2017,2287,3,2,176,6,1056,1,6.438569207,643,0.438569207,0.561430793,0.496211908,,0.068115942,0.883834507,0.06020322,0.077068661,1,1
33,1/3/2016,2287,3,3,685,3,2055,1,2.982138561,4157,0.017861439,1.017861439,0.831788346,,0.005989473,0.021473538,0.000128615,0.27892344,1,1
34,2/21/2016,2286,3,2,55,2.25,123.75,1,2.428703704,810,0.178703704,0.178703704,0.112875649,,0.07357987,1.583190925,0.116490983,0.046475677,1,1
35,1/9/2017,2287,3,3,491,2,982,1,2.03652301,5476,0.036523009,0.463476991,0.130106013,,0.017934003,0.280717307,0.005034385,0.063886346,1,1
36,1/23/2017,2287,3,3,165,2.5,412.5,1,2.5,776,0,0,0,,0,,,0,1,1
37,1/29/2017,2287,3,3,600,2,1200,1,1.789323708,2632,0.210676292,1.210676292,0.727611635,,0.117740737,0.289544974,0.034091239,0.406640583,1,1
38,2/4/2017,2287,3,3,447,1.5,670.5,1,1.287644788,777,0.212355212,0.287644788,0.247149489,,0.164917541,0.859217687,0.141700068,0.191939183,1,1
39,12/17/2015,2286,3,3,642,4,2568,1,4,4501.4,0,0,0,,0,,,0,1,1
40,11/4/2016,2287,3,3,300,13,3900,1,13.15929675,1877,0.15929675,0.84070325,0.365952586,,0.012105263,0.435293412,0.005269341,0.027809433,1,1
41,11/6/2016,2287,3,3,800,12.5,10000,1,12.78354978,1848,0.283549784,0.283549784,0.247738596,,0.022180833,1.144552314,0.025387124,0.019379484,1,1
42,12/20/2015,2287,3,3,275,4.5,1237.5,1,4.59905945,5635,0.09905945,2.09905945,0.624086913,,0.021539067,0.15872701,0.003418832,0.135698814,1,1
1593,7/2/2016,2585,3,17,142,15,2130,1,14.67505241,477,0.324947589,2.324947589,1.779296921,1.306666449,0.022142857,0.182626961,0.004043883,0.121246376,3,1
44,1/3/2016,2287,3,10,55,22,1210,1,22,55,0,0,0,,0,,,0,1,1
45,12/12/2015,2286,3,2,380,4,1520,1,4.403324584,3429,0.403324584,1.096675416,0.75124124,,0.09159547,0.536877587,0.049175555,0.170607736,1,1
46,12/12/2015,2286,3,2,234,3.5,819,1,4.403324584,3429,0.903324584,1.096675416,0.75124124,,0.205146036,1.202442753,0.246676364,0.170607736,1,1
47,12/18/2015,2286,3,7,273,10.5,2866.5,1,10.375,364,0.125,0.375,0.216506351,,0.012048193,0.577350269,0.006956027,0.020868082,1,1
48,12/25/2015,2286,3,7,448,5.75,2576,1,5.75,448,0,0,0,,0,,,0,1,1
49,12/25/2015,2286,3,3,275,5,1375,1,5,2581,0,0,0,,0,,,0,1,1
50,12/27/2015,2286,3,3,441,5.3,2337.3,1,4.968707941,2972,0.331292059,0.331292059,0.187397202,,0.066675696,1.767860219,0.11787331,0.037715479,1,1
51,12/30/2015,2286,3,8,338,5.5,1859,1,5.5,338,0,0,0,,0,,,0,1,1
52,1/2/2016,2286,3,3,697,3,2091,1,3.346125491,6104,0.346125491,0.653874509,0.44431679,,0.103440679,0.779006105,0.08058092,0.132785453,1,1
53,12/8/2015,2287,3,3,800,4.5,3600,1,4.216216216,1850,0.283783784,0.283783784,0.247706794,,0.067307692,1.145643924,0.077110649,0.05875097,1,1
54,1/11/2016,2287,3,3,592,2,1184,1,2,1690,0,0,0,,0,,,0,1,1
55,1/20/2017,2287,3,3,500,3,1500,1,2.600603622,3976,0.399396378,0.399396378,0.200451296,,0.153578337,1.992485885,0.306002668,0.077078758,1,1
56,12/6/2016,2286,3,2,182,2,364,1,2.816296127,4363,0.816296127,2.183703873,0.79109636,,0.289847406,1.031854232,0.299080272,0.280899566,1,1
2516,7/2/2016,2585,3,17,98,12.5,1225,1,14.67505241,477,2.175052411,2.324947589,1.779296921,1.306666449,0.148214286,1.222422399,0.181180463,0.121246376,3,1
3466,7/2/2016,2585,3,17,96,13,1248,1,14.67505241,477,1.675052411,2.324947589,1.779296921,1.306666449,0.114142857,0.941412527,0.107455516,0.121246376,3,1
59,2/21/2016,2286,3,2,66,2.25,148.5,1,2.428703704,810,0.178703704,0.178703704,0.112875649,,0.07357987,1.583190925,0.116490983,0.046475677,1,1
60,2/4/2017,2287,3,2,73,4,292,1,3.882998172,1641,0.117001828,1.117001828,0.552560738,,0.030131827,0.211744737,0.006380256,0.142302601,1,1
61,12/13/2015,2286,3,2,74,8,592,1,5.209862385,1744,2.790137615,2.790137615,0.765209079,,0.535549197,3.646242171,1.952742065,0.146877023,1,1
62,1/9/2016,2286,3,3,217,2,434,1,2.060386473,2898,0.060386473,0.439613527,0.162931613,,0.029308324,0.370624658,0.010862387,0.07907818,1,1
63,12/28/2015,2286,3,3,523,4,2092,1,4.505018821,3188,0.505018821,0.505018821,0.499974811,,0.112101379,1.010088528,0.113232317,0.110981736,1,1
64,1/31/2017,2287,3,2,58,3,174,1,3.672877847,483,0.672877847,1.327122153,0.81181072,,0.183201804,0.828860509,0.15184874,0.221028511,1,1
65,12/20/2015,2287,3,3,335,4.5,1507.5,1,4.59905945,5635,0.09905945,2.09905945,0.624086913,,0.021539067,0.15872701,0.003418832,0.135698814,1,1
3553,7/2/2016,2585,3,17,141,17,2397,1,14.67505241,477,2.324947589,2.324947589,1.779296921,1.306666449,0.158428571,1.306666449,0.207013299,0.121246376,3,1
67,1/10/2017,2287,3,3,863,2,1726,1,2.373852733,4794,0.373852733,2.626147267,0.905863247,,0.157487753,0.412703279,0.064995712,0.38160044,1,1
68,12/20/2015,2286,3,3,472,4.7,2218.4,1,4.59905945,5635,0.10094055,2.09905945,0.624086913,,0.021948086,0.161741174,0.003549909,0.135698814,1,1
69,12/25/2015,2286,3,3,495,5,2475,1,5,2581,0,0,0,,0,,,0,1,1
70,1/21/2016,2287,3,3,712,3,2136,1,2.960577362,4382,0.039422638,0.460577362,0.214904073,,0.013315861,0.183442954,0.002442701,0.072588569,1,1
71,12/12/2015,2286,3,2,40,3.5,140,1,4.403324584,3429,0.903324584,1.096675416,0.75124124,,0.205146036,1.202442753,0.246676364,0.170607736,1,1
72,12/14/2015,2286,3,3,503,3,1509,1,3,1910,0,0,0,,0,,,0,1,1
73,12/18/2015,2286,3,3,509,4,2036,1,4.082386364,2200,0.082386364,0.167613636,0.117512033,,0.020180932,0.701088742,0.014148625,0.028785133,1,1
74,12/20/2015,2286,3,3,800,5,4000,1,4.59905945,5635,0.40094055,2.09905945,0.624086913,,0.087178814,0.642443451,0.056007458,0.135698814,1,1
75,12/31/2015,2286,3,3,482,4,1928,1,3.723522695,3503,0.276477305,0.276477305,0.248593951,,0.074251543,1.112164252,0.082579912,0.066763109,1,1
76,1/11/2016,2287,3,3,262,2,524,1,2,1690,0,0,0,,0,,,0,1,1
77,10/27/2016,2287,3,3,350,11,3850,1,11.31657609,1472,0.316576087,1.683423913,0.73002175,,0.027974547,0.433652952,0.012131245,0.064509066,1,1
78,11/4/2016,2287,3,3,1278,13,16614,1,13.15929675,1877,0.15929675,0.84070325,0.365952586,,0.012105263,0.435293412,0.005269341,0.027809433,1,1
79,11/6/2016,2287,3,3,1048,13,13624,1,12.78354978,1848,0.216450216,0.283549784,0.247738596,,0.016931934,0.873704057,0.014793499,0.019379484,1,1
4739,6/3/2017,2586,3,37,455,9.62,4377.1,1,10.49191316,2211,0.871913161,1.508086839,1.146699945,1.315153843,0.083103353,0.760367318,0.063189074,0.109293694,3,1
4853,6/3/2017,2586,3,37,342,9.62,3290.04,1,10.49191316,2211,0.871913161,1.508086839,1.146699945,1.315153843,0.083103353,0.760367318,0.063189074,0.109293694,3,1
82,1/9/2017,2287,3,3,1180,2,2360,1,2.03652301,5476,0.036523009,0.463476991,0.130106013,,0.017934003,0.280717307,0.005034385,0.063886346,1,1
83,1/15/2017,2287,3,3,226,2.5,565,1,3.783240028,2858,1.283240028,1.283240028,1.249557962,,0.339190751,1.026955185,0.348333701,0.330287783,1,1
84,1/29/2017,2287,3,3,245,2,490,1,1.789323708,2632,0.210676292,1.210676292,0.727611635,,0.117740737,0.289544974,0.034091239,0.406640583,1,1
85,1/31/2017,2287,3,2,88,3,264,1,3.672877847,483,0.672877847,1.327122153,0.81181072,,0.183201804,0.828860509,0.15184874,0.221028511,1,1
86,2/10/2017,2286,3,3,256,1,256,1,2.038406828,1406,1.038406828,1.038406828,0.633313012,,0.509420796,1.639642339,0.835267905,0.310690193,1,1
87,8/10/2017,3775,3,3,12,12,144,1,12,12,0,0,0,,0,,,0,1,1
88,8/12/2017,3775,3,3,15,12,180,1,12,15,0,0,0,,0,,,0,1,1
89,1/2/2016,2286,3,3,129,3,387,1,3.346125491,6104,0.346125491,0.653874509,0.44431679,,0.103440679,0.779006105,0.08058092,0.132785453,1,1
90,1/18/2016,2287,3,3,558,2,1116,1,2.082409972,5054,0.082409972,1.917590028,0.955108963,,0.039574327,0.08628332,0.003414604,0.458655585,1,1
91,12/24/2015,2286,3,3,995,4.5,4477.5,1,4.728290552,1831,0.228290552,0.271709448,0.249055616,,0.048281837,0.91662479,0.044256328,0.052673501,1,1
92,2/15/2016,2286,3,2,92,3,276,1,3,760,0,0,0,,0,,,0,1,1
93,12/27/2015,2286,3,3,297,5,1485,1,4.968707941,2972,0.031292059,0.331292059,0.187397202,,0.006297826,0.166982531,0.001051627,0.037715479,1,1
94,10/28/2016,2286,3,3,733,15,10995,1,15,1634,0,0,0,,0,,,0,1,1
95,10/31/2016,2286,3,3,581,14,8134,1,13.7898622,2032,0.210137795,0.789862205,0.407406311,,0.015238571,0.515794158,0.007859966,0.0295439,1,1
5058,6/3/2017,2586,3,37,182,9.62,1750.84,1,10.49191316,2211,0.871913161,1.508086839,1.146699945,1.315153843,0.083103353,0.760367318,0.063189074,0.109293694,3,1
97,11/3/2016,2286,3,3,279,11,3069,1,11,279,0,0,0,,0,,,0,1,1
5106,6/3/2017,2586,3,37,422,9.62,4059.64,1,10.49191316,2211,0.871913161,1.508086839,1.146699945,1.315153843,0.083103353,0.760367318,0.063189074,0.109293694,3,1
99,12/12/2015,2287,3,3,320,4,1280,1,3.725659472,2085,0.274340528,1.725659472,0.587265834,,0.073635427,0.467148796,0.034398701,0.157627351,1,1
100,12/29/2015,2286,3,4,223,9,2007,1,9,223,0,0,0,,0,,,0,1,1
101,10/27/2016,2287,3,3,300,11,3300,1,11.31657609,1472,0.316576087,1.683423913,0.73002175,,0.027974547,0.433652952,0.012131245,0.064509066,1,1
102,2/29/2016,2287,3,3,935,1,935,1,1,2923,0,0,0,,0,,,0,1,1
103,1/3/2016,2287,3,3,380,4,1520,1,2.982138561,4157,1.017861439,1.017861439,0.831788346,,0.341319297,1.223702453,0.417673261,0.27892344,1,1
104,1/21/2016,2287,3,3,761,3,2283,1,2.960577362,4382,0.039422638,0.460577362,0.214904073,,0.013315861,0.183442954,0.002442701,0.072588569,1,1
105,12/17/2015,2286,3,3,325,4,1300,1,4,4501.4,0,0,0,,0,,,0,1,1
106,12/20/2015,2286,3,3,240,4.5,1080,1,4.59905945,5635,0.09905945,2.09905945,0.624086913,,0.021539067,0.15872701,0.003418832,0.135698814,1,1
107,12/31/2015,2286,3,3,366,3.5,1281,1,3.723522695,3503,0.223522695,0.276477305,0.248593951,,0.0600299,0.899147764,0.05397575,0.066763109,1,1
108,1/2/2016,2286,3,3,344,3,1032,1,3.346125491,6104,0.346125491,0.653874509,0.44431679,,0.103440679,0.779006105,0.08058092,0.132785453,1,1
109,12/19/2015,2287,3,3,365,4,1460,1,4.31754682,5927,0.31754682,0.68245318,0.251143876,,0.073547974,1.264402004,0.092994205,0.058168188,1,1
110,12/21/2015,2287,3,3,767,5,3835,1,5.045973558,6656,0.045973558,0.545973558,0.224489301,,0.009110939,0.204791754,0.001865845,0.044488799,1,1
111,1/9/2017,2287,3,3,800,2,1600,1,2.03652301,5476,0.036523009,0.463476991,0.130106013,,0.017934003,0.280717307,0.005034385,0.063886346,1,1
112,1/11/2017,2287,3,3,779,2.5,1947.5,1,2.814096555,4267,0.314096555,2.185903445,0.939706808,,0.111615415,0.334249526,0.0373074,0.333928417,1,1
113,1/25/2017,2287,3,3,669,2,1338,1,2.795153351,2641,0.795153351,1.204846649,0.823310971,,0.284475752,0.965799532,0.274746548,0.294549482,1,1
114,1/30/2016,2287,3,3,510,2,1020,1,1.805165211,2633,0.194834789,0.305165211,0.24383765,,0.107931833,0.799034888,0.0862413,0.135077747,1,1
115,2/2/2016,2287,3,3,540,1,540,1,1,1609,0,0,0,,0,,,0,1,1
116,1/2/2016,2286,3,3,517,4,2068,1,3.346125491,6104,0.653874509,0.653874509,0.44431679,,0.195412429,1.471640334,0.287576812,0.132785453,1,1
117,1/13/2016,2287,3,3,438,2,876,1,2,1782,0,0,0,,0,,,0,1,1
118,12/18/2015,2286,3,19,18,12,216,1,12,18,0,0,0,,0,,,0,1,1
119,1/7/2016,2286,3,2,62,7,434,1,7,62,0,0,0,,0,,,0,1,1
120,12/18/2015,2286,3,7,91,10,910,1,10.375,364,0.375,0.375,0.216506351,,0.036144578,1.732050808,0.062604246,0.020868082,1,1
121,12/20/2015,2286,3,3,207,3,621,1,4.59905945,5635,1.59905945,2.09905945,0.624086913,,0.347692711,2.562238395,0.890871615,0.135698814,1,1
122,12/11/2015,2286,3,3,430,2.5,1075,1,3.086086552,2149,0.586086552,0.913913448,0.478273413,,0.189912545,1.225421561,0.232722928,0.154977317,1,1
123,1/12/2017,2287,3,15,344,8,2752,1,8.305958132,621,0.305958132,0.694041868,0.460812059,,0.036835983,0.663954266,0.024457408,0.055479699,1,1
124,1/12/2017,2287,3,15,190,9,1710,1,8.305958132,621,0.694041868,0.694041868,0.460812059,,0.083559519,1.506127834,0.125851318,0.055479699,1,1
125,12/17/2015,2286,3,2,464,7,3248,1,6.907807309,1204,0.092192691,0.907807309,0.289297768,,0.013346158,0.318677505,0.00425312,0.041879826,1,1
126,12/19/2015,2286,3,4,39,10,390,1,10,39,0,0,0,,0,,,0,1,1
127,12/23/2015,2286,3,3,64,4.75,304,1,4.99162742,1911,0.24162742,0.24162742,0.044978271,,0.048406542,5.372092237,0.260044406,0.009010743,1,1
128,12/30/2015,2286,3,3,371,5,1855,1,4.663691333,3473,0.336308667,0.836308667,0.478877622,,0.07211212,0.702285201,0.050643274,0.1026821,1,1
129,2/11/2016,2286,3,3,371,1.25,463.75,1,1.25,371,0,0,0,,0,,,0,1,1
130,3/9/2016,2286,3,3,783,1,783,1,1,2760,0,0,0,,0,,,0,1,1
131,3/13/2016,2286,3,2,332,3,996,1,3.087882096,916,0.087882096,0.412117904,0.190309709,,0.028460315,0.461784618,0.013142536,0.061631145,1,1
132,3/16/2016,2286,3,3,693,1,693,1,1,693,0,0,0,,0,,,0,1,1
133,3/18/2016,2286,3,3,615,1,615,1,1,615,0,0,0,,0,,,0,1,1
134,12/28/2015,2286,3,2,30,11,330,1,11,30,0,0,0,,0,,,0,1,1
135,12/28/2015,2286,3,4,45,10,450,1,10,45,0,0,0,,0,,,0,1,1
136,1/9/2016,2286,3,2,52,6,312,1,5.836065574,366,0.163934426,0.336065574,0.234718378,,0.028089888,0.698430296,0.019618829,0.040218598,1,1
137,12/31/2015,2286,3,4,89,5,445,1,5,89,0,0,0,,0,,,0,1,1
138,12/18/2015,2286,3,3,120,4,480,1,4.082386364,2200,0.082386364,0.167613636,0.117512033,,0.020180932,0.701088742,0.014148625,0.028785133,1,1
8090,6/3/2017,3916,3,37,150,12,1800,1,10.49191316,2211,1.508086839,1.508086839,1.146699945,1.315153843,0.143738021,1.315153843,0.189037611,0.109293694,3,1
140,12/14/2015,2286,3,2,170,5.5,935,1,5.13322884,638,0.36677116,0.36677116,0.221053152,,0.071450382,1.659198956,0.118550399,0.043063179,1,1
141,12/11/2015,2286,3,3,212,3,636,1,3.086086552,2149,0.086086552,0.913913448,0.478273413,,0.027895054,0.179994433,0.005020954,0.154977317,1,1
142,12/13/2015,2286,3,2,264,5,1320,1,5.209862385,1744,0.209862385,2.790137615,0.765209079,,0.040281752,0.27425496,0.01104747,0.146877023,1,1
143,1/7/2016,2286,3,3,267,2.5,667.5,1,2.567161916,1649,0.067161916,0.182838084,0.110814061,,0.026161932,0.606077566,0.01585616,0.04316598,1,1
144,12/13/2015,2286,3,3,370,3,1110,1,3,370,0,0,0,,0,,,0,1,1
145,1/12/2016,2286,3,3,412,1.5,618,1,1.5,412,0,0,0,,0,,,0,1,1
146,1/9/2016,2286,3,3,429,2,858,1,2.060386473,2898,0.060386473,0.439613527,0.162931613,,0.029308324,0.370624658,0.010862387,0.07907818,1,1
147,12/25/2015,2286,3,3,439,5,2195,1,5,2581,0,0,0,,0,,,0,1,1
148,1/2/2016,2286,3,3,468,4,1872,1,3.346125491,6104,0.653874509,0.653874509,0.44431679,,0.195412429,1.471640334,0.287576812,0.132785453,1,1
149,12/31/2015,2286,3,3,530,3.5,1855,1,3.723522695,3503,0.223522695,0.276477305,0.248593951,,0.0600299,0.899147764,0.05397575,0.066763109,1,1
150,12/30/2015,2286,3,3,639,4.5,2875.5,1,4.663691333,3473,0.163691333,0.836308667,0.478877622,,0.035099092,0.341822891,0.011997673,0.1026821,1,1
151,12/23/2015,2286,3,3,672,5,3360,1,4.99162742,1911,0.00837258,0.24162742,0.044978271,,0.001677325,0.186147213,0.000312229,0.009010743,1,1
152,1/18/2016,2286,3,3,681,1.5,1021.5,1,2.082409972,5054,0.582409972,1.917590028,0.955108963,,0.279680745,0.609783799,0.170544787,0.458655585,1,1
153,12/27/2015,2286,3,3,793,5,3965,1,4.968707941,2972,0.031292059,0.331292059,0.187397202,,0.006297826,0.166982531,0.001051627,0.037715479,1,1
154,10/28/2016,2286,3,3,571,15,8565,1,15,1634,0,0,0,,0,,,0,1,1
8807,6/3/2017,3916,3,37,260,12,3120,1,10.49191316,2211,1.508086839,1.508086839,1.146699945,1.315153843,0.143738021,1.315153843,0.189037611,0.109293694,3,1
156,10/31/2016,2286,3,3,715,14,10010,1,13.7898622,2032,0.210137795,0.789862205,0.407406311,,0.015238571,0.515794158,0.007859966,0.0295439,1,1
157,11/4/2016,2286,3,46,55,7,385,1,7.266666667,75,0.266666667,0.733333333,0.442216639,,0.036697248,0.603022689,0.022129273,0.060855501,1,1
158,11/4/2016,2286,3,46,20,8,160,1,7.266666667,75,0.733333333,0.733333333,0.442216639,,0.100917431,1.658312395,0.167352627,0.060855501,1,1
159,11/5/2016,2286,3,4,39,28,1092,1,37.99911269,2254,9.999112689,15.99911269,7.649718236,,0.263140689,1.307121698,0.343956904,0.201313075,5,1
8911,6/3/2017,3916,3,37,400,12,4800,1,10.49191316,2211,1.508086839,1.508086839,1.146699945,1.315153843,0.143738021,1.315153843,0.189037611,0.109293694,3,1
161,11/5/2016,2286,3,4,63,26,1638,1,37.99911269,2254,11.99911269,15.99911269,7.649718236,,0.315773497,1.568569236,0.495312593,0.201313075,5,1
162,11/7/2016,2286,3,3,147,14,2058,1,13.54660748,1577,0.453392517,0.453392517,0.145366722,,0.033469082,3.118956742,0.104388619,0.010730858,1,1
163,11/7/2016,2286,3,3,338,13.5,4563,1,13.54660748,1577,0.046607483,0.453392517,0.145366722,,0.003440528,0.320620029,0.001103102,0.010730858,1,1
164,11/8/2016,2286,3,17,34,28,952,1,28.52661871,695,0.526618705,6.526618705,2.572476777,,0.018460607,0.204712715,0.003779121,0.090178118,5,1
96,11/2/2016,2286,3,46,270,9,2430,1,10.09859155,426,1.098591549,1.901408451,1.445292792,1.315587029,0.108786611,0.76011695,0.082690547,0.143118254,3,1
166,11/9/2016,2286,3,3,585,12,7020,1,11.58868045,4691,0.411319548,0.588680452,0.399079342,,0.035493217,1.030671108,0.036581833,0.034436996,1,1
167,11/10/2016,2286,3,3,601,12,7212,1,12.33349562,2054,0.333495618,1.666504382,0.850727251,,0.027039829,0.392012385,0.010599948,0.068976978,1,1
737,11/2/2016,2286,3,46,156,12,1872,1,10.09859155,426,1.901408451,1.901408451,1.445292792,1.315587029,0.188284519,1.315587029,0.247704671,0.143118254,3,1
2132,10/29/2016,2585,3,9,156,8,1248,1,6.098591549,426,1.901408451,1.901408451,1.445292792,1.315587029,0.311778291,1.315587029,0.410171476,0.236987964,3,1
170,11/17/2016,2286,3,3,417,8,3336,1,7.872224846,2117,0.127775154,0.372224846,0.218085045,,0.016231136,0.58589599,0.009509758,0.027703102,1,1
171,11/21/2016,2286,3,2,114,4.25,484.5,1,4.58493495,3382,0.33493495,1.58493495,0.611657387,,0.073051189,0.547585882,0.0400018,0.133405903,1,1
172,11/26/2016,2286,3,2,293,5,1465,1,4.078787879,2970,0.921212121,1.921212121,0.710091671,,0.225854383,1.29731436,0.293004135,0.174093797,1,1
173,12/11/2016,2286,3,3,857,6,5142,1,6.921168052,4332,0.921168052,1.078831948,0.866202494,,0.133094305,1.063455783,0.141539908,0.125152646,1,1
174,12/15/2016,2286,3,3,429,6.5,2788.5,1,6.5,2355,0,0,0,,0,,,0,1,1
175,12/17/2016,2286,3,3,1139,6,6834,1,6.804707504,5077,0.804707504,1.304707504,0.844651748,,0.118257472,0.952709216,0.112664983,0.124127561,1,1
176,12/19/2016,2286,3,3,917,5,4585,1,6.168431502,4533,1.168431502,1.168431502,0.737892574,,0.189421168,1.583471014,0.29994293,0.11962402,1,1
177,12/5/2016,2286,3,3,438,4.5,1971,1,4.5,1157,0,0,0,,0,,,0,1,1
178,12/20/2016,2286,3,3,692,5.5,3806,1,5.5,972,0,0,0,,0,,,0,1,1
179,12/22/2016,2286,3,3,704,5,3520,1,5,5652,0,0,0,,0,,,0,1,1
180,12/25/2016,2287,3,3,574,4,2296,1,3.737432233,4058,0.262567767,0.737432233,0.511115732,,0.070253519,0.513714901,0.03609028,0.136755853,1,1
181,12/26/2016,2287,3,3,915,2,1830,1,2.466124526,5011,0.466124526,2.533875474,0.827394313,,0.189010945,0.563364431,0.106482043,0.335503866,1,1
182,1/18/2017,2286,3,5,21,21,441,1,21,21,0,0,0,,0,,,0,1,1
183,1/18/2017,2287,3,2,600,5.5,3300,1,5.5,1196,0,0,0,,0,,,0,1,1
184,2/5/2017,2286,3,3,249,1.5,373.5,1,1.358511658,3131,0.141488342,0.358511658,0.225222601,,0.104149524,0.628215559,0.065428351,0.165786285,1,1
185,2/13/2017,2286,3,3,180,1,180,1,1,1580,0,0,0,,0,,,0,1,1
186,2/22/2017,2286,3,3,130,1,130,1,1,330,0,0,0,,0,,,0,1,1
187,3/17/2017,2286,3,4,105,4,420,1,3.752403846,208,0.247596154,0.252403846,0.249988443,,0.065983344,0.990430402,0.06535191,0.066620879,1,1
188,3/17/2017,2286,3,4,103,3.5,360.5,1,3.752403846,208,0.252403846,0.252403846,0.249988443,,0.067264574,1.00966206,0.067914488,0.066620879,1,1
189,12/21/2015,2286,3,3,70,5.25,367.5,1,5.045973558,6656,0.204026442,0.545973558,0.224489301,,0.040433514,0.908847063,0.03674788,0.044488799,1,1
190,12/29/2015,2286,3,3,374,4.75,1776.5,1,4.835819793,3385,0.085819793,0.164180207,0.118700933,,0.01774669,0.722991735,0.01283071,0.024546186,1,1
