Date,Market Real,Crop,Deviation,Av Rate,Total Quantity,std
2017-07-29,4.0,1,2996.0,24.4,100.0,5.47357287336
2017-07-28,63.0,22,14522.2572016,11.9609053498,486.0,5.46636878171
2017-06-24,22.0,82,1760.3940678,18.9576271186,59.0,5.4623426833
2017-08-13,22.0,2,13508.5362637,14.4483516484,455.0,5.44876964915
2017-07-09,15.0,37,30609.3503731,15.8130924855,1038.0,5.43035697286
2016-11-26,3.0,63,6605.04,31.5733333333,225.0,5.4180931455
2017-08-07,22.0,82,1037.87323944,20.5070422535,35.5,5.40702005726
2016-11-02,3.0,4,58820.2507389,31.7049261084,2030.0,5.38288890605
2017-06-17,9.0,18,1900.31439394,12.446969697,66.0,5.36587759201
2016-09-22,1.0,2,1721.25,17.75,60.0,5.35607132141
2016-09-21,3.0,4,17357.3770492,23.9344262295,610.0,5.33429624918
2017-07-16,23.0,82,7807.42238267,13.4187725632,277.0,5.30901500946
2017-07-13,15.0,37,32403.4144486,16.341300954,1153.0,5.30127989002
2016-10-13,3.0,17,11410.1204819,20.8915662651,415.0,5.24349751802
2017-07-29,9.0,6,2416.31818182,14.2045454545,88.0,5.24005354524
2017-07-18,3.0,2,35678.9239047,17.3112990008,1301.0,5.23681492117
2016-09-27,3.0,4,39386.2167012,21.8640441684,1449.0,5.21360278867
2017-07-15,9.0,6,3027.99107143,13.5089285714,112.0,5.19958022982
2017-07-14,4.0,1,5059.27055703,12.1087533156,188.5,5.18069798408
2017-06-04,1.0,82,12126.7699115,10.3495575221,452.0,5.17968502637
2017-04-10,22.0,1,2743.43961353,22.9758454106,103.5,5.14846219105
2016-07-28,1.0,43,4764.86111111,22.4722222222,180.0,5.14504136206
2017-08-14,22.0,2,9765.90425532,12.9840425532,376.0,5.09638593664
2016-10-05,7.0,6,1011.97435897,18.358974359,39.0,5.09392387914
2017-07-06,15.0,38,54645.0525792,14.6958357075,2106.0,5.0938510396
2017-06-09,12.0,4,6839.49621212,20.9128787879,264.0,5.08990988345
2017-07-17,23.0,82,4922.15263158,15.5842105263,190.0,5.08980023989
2017-05-11,3.0,17,26520.8244275,16.1832061069,1048.0,5.03051987163
2017-05-17,22.0,50,1403.35135135,13.8918918919,55.5,5.02847988305
2017-07-16,22.0,9,1004.4,22.7,40.0,5.01098792655
2016-10-20,1.0,2,3620.01384083,19.1660899654,144.5,5.00519718877
2017-05-25,8.0,77,500.0,30.0,20.0,5.0
2016-09-22,1.0,16,499.8,23.9,20.0,4.99899989998
2017-07-27,60.0,22,7811.7571885,20.3801916933,313.0,4.99576727821
2017-08-15,9.0,18,772.838709677,22.1935483871,31.0,4.9930232282
2017-08-04,8.0,46,9334.21750663,17.5092838196,377.0,4.9758614963
2016-10-26,1.0,4,10937.5280899,20.2247191011,445.0,4.95769248832
2017-07-22,3.0,6,3732.83552632,23.7171052632,152.0,4.95561585099
2017-07-18,23.0,82,3385.36956522,16.8913043478,138.0,4.95294493368
2016-11-12,3.0,4,32661.9314275,11.5878176383,1338.0,4.94074994667
2016-10-23,1.0,4,2645.88990826,19.1009174312,109.0,4.92688738879
2016-10-25,1.0,18,240.0,24.0,10.0,4.89897948557
2016-10-31,3.0,4,32184.402752,27.3439940498,1344.5,4.892629436
2017-06-11,22.0,82,6219.90211132,10.1650671785,260.5,4.88638757537
2017-07-05,15.0,38,48190.7923569,15.1485376662,2031.0,4.87110029643
2017-07-31,9.0,18,2115.86592179,22.5754189944,89.5,4.86219703632
2017-07-31,9.0,5,1016.51162791,30.8139534884,43.0,4.86207829021
2017-08-12,22.0,7,3791.77570093,26.0373831776,160.5,4.86053193821
2017-06-17,22.0,9,1958.51656627,22.4638554217,83.0,4.85763163854
2017-06-17,22.0,82,1852.11783439,9.49044585987,78.5,4.85735089972
2017-08-06,8.0,6,8058.62973761,9.90087463557,343.0,4.84711742585
2017-06-12,22.0,82,4959.38290398,13.0234192037,213.5,4.8196431131
2016-10-14,3.0,4,32179.6974063,22.6959654179,1388.0,4.81499948426
2016-10-13,3.0,4,39724.7636787,32.3247962747,1718.0,4.80860475328
2017-08-04,8.0,1,8281.44846797,13.286908078,359.0,4.8029263561
2017-07-27,22.0,2,9030.0,16.7857142857,392.0,4.79955355067
2017-06-13,4.0,2,14763.6920684,13.9548989114,643.0,4.79172629153
2017-06-15,22.0,82,4427.9375,9.33928571429,196.0,4.7530535298
2017-04-15,22.0,22,2658.59915612,15.1814345992,118.5,4.73660594905
2017-07-15,23.0,82,5738.99612403,14.003875969,258.0,4.71637265527
2017-06-13,22.0,2,400.0,10.6666666667,18.0,4.71404520791
2017-08-12,3.0,17,22580.460177,18.7256637168,1017.0,4.71200689978
2017-07-25,22.0,2,14290.4968944,19.4720496894,644.0,4.71064884798
2017-06-28,3.0,18,6688.80794702,12.2649006623,302.0,4.70620555071
2017-07-22,22.0,18,2000.0,21.0,90.5,4.70100494722
2017-07-26,1.0,6,14603.5143288,12.5580693816,663.0,4.69323095378
2017-07-31,4.0,1,1593.36986301,21.698630137,73.0,4.6719358327
2017-08-20,22.0,9,8168.33333333,19.3333333333,375.0,4.66714283285
2017-06-13,1.0,82,9268.38407494,14.8149882904,427.0,4.65895025791
2017-05-22,7.0,2,4287.5,14.25,200.0,4.63006479436
2017-05-30,9.0,18,1463.39677892,14.2679355783,68.3,4.62882429269
2017-07-21,22.0,45,1795.23809524,21.9047619048,84.0,4.62297329499
2017-08-01,22.0,2,8344.875,19.4107142857,392.0,4.61388626091
2017-03-22,27.0,23,69418.9602446,486.941896024,3270.0,4.60749821814
2017-06-04,22.0,82,14599.1070137,12.4367317426,691.5,4.59480466993
2017-05-18,7.0,2,2663.71541502,15.8656126482,126.5,4.58879492393
2016-10-12,3.0,17,4753.98230088,26.9911504425,226.0,4.58642779464
2016-11-02,1.0,4,10296.8744939,19.7489878543,494.0,4.56550933564
2016-11-03,3.0,4,6936.31231231,25.1951951952,333.0,4.56396392445
2017-07-22,22.0,2,7694.27956989,19.6989247312,372.0,4.54791680123
2017-06-10,22.0,82,4241.41545894,12.4468599034,207.0,4.52658035976
2017-07-22,7.0,82,3890.46842105,16.6263157895,190.0,4.52505796477
2017-07-26,4.0,18,2857.65957447,18.6595744681,141.0,4.50189839741
2017-07-09,3.0,18,2820.53571429,12.8214285714,140.0,4.48850572835
2017-07-02,22.0,48,5104.4302554,11.0648330059,254.5,4.47847076737
2017-07-20,60.0,22,7254.80662983,12.0939226519,362.0,4.47670663461
2017-05-28,57.0,17,4702.12765957,12.7659574468,235.0,4.47314809396
2017-07-29,7.0,82,1200.0,20.0,60.0,4.472135955
2017-07-13,9.0,6,2294.92173913,10.3739130435,115.0,4.46719612395
2017-06-07,13.0,38,29769.7123746,18.4550167224,1495.0,4.46238177285
2017-05-03,3.0,16,2082.85714286,14.8571428571,105.0,4.45384493375
2016-10-28,1.0,9,6242.06349206,11.7301587302,315.0,4.45152497218
2017-06-12,4.0,2,12437.8519108,14.1066878981,628.0,4.45033669213
2017-08-01,8.0,1,8664.32876712,15.2602739726,438.0,4.44764797704
2017-06-29,3.0,18,2659.16196137,8.36404160475,134.6,4.44477585514
2017-06-18,1.0,17,14454.7858117,7.55798090041,733.0,4.44072462711
2016-08-27,1.0,2,8728.71428571,11.4464285714,448.0,4.41403865467
2017-06-08,1.0,82,10301.8867925,10.358490566,530.0,4.40880054549
2017-07-31,7.0,17,11466.0913706,19.578680203,591.0,4.40467590541
2017-06-16,4.0,2,15752.5098039,9.60784313725,816.0,4.39369392748
2016-10-15,3.0,4,40388.1521947,31.6378816794,2096.0,4.3896647459
2016-10-16,1.0,17,2309.925,25.525,120.0,4.38741096776
2017-05-10,3.0,16,15926.746988,4.46987951807,830.0,4.38050816604
2017-07-22,3.0,2,51773.4907544,17.8731508876,2704.0,4.37572862717
2017-04-15,4.0,1,1411.94630872,20.9731543624,74.5,4.35342387621
2016-10-13,3.0,2,20562.4673413,14.9015639374,1087.0,4.34933480954
2017-08-19,22.0,7,2419.21875,13.578125,128.0,4.34742987113
2017-03-29,4.0,70,9805.075,10.825,520.0,4.34233962992
2016-11-04,1.0,4,11828.5714286,26.2857142857,630.0,4.33307168232
2017-07-20,63.0,5,954.745098039,47.8431372549,51.0,4.32671840064
2017-06-10,4.0,2,11313.7586777,14.7917355372,605.0,4.32439909888
2017-08-05,3.0,17,12338.6359517,24.8081570997,662.0,4.31722397933
2017-06-06,22.0,82,12356.3085908,12.4495101733,663.5,4.3154283408
2017-07-26,63.0,2,2245.23966942,20.8016528926,121.0,4.30763273124
2017-08-04,9.0,18,593.71875,23.59375,32.0,4.30740187787
2017-06-08,22.0,82,6440.2057554,11.4561151079,347.5,4.30499317103
2017-04-27,9.0,6,5365.40893471,16.1718213058,291.0,4.29392959779
2016-09-25,3.0,4,27579.0969456,19.7543160691,1506.0,4.27934730734
2017-07-21,9.0,6,531.034482759,20.4137931034,29.0,4.27919780896
2017-05-29,22.0,82,7890.87962963,12.4490740741,432.0,4.27386535452
2017-05-23,14.0,38,132802.098692,17.7534753918,7274.0,4.2728320326
2016-11-13,3.0,4,36068.3207071,10.9419191919,1980.0,4.26805852695
2017-06-06,1.0,82,8278.02197802,9.93406593407,455.0,4.26537863463
2017-06-18,1.0,82,7194.44444444,14.2222222222,396.0,4.2623689424
2017-06-03,8.0,5,2411.72932331,21.954887218,133.0,4.25832163919
2017-05-26,1.0,17,11024.6311475,12.0245901639,610.0,4.25125461666
2017-06-07,3.0,81,6690.67385445,11.25606469,371.0,4.24666473044
2016-11-01,1.0,17,1620.0,22.0,90.0,4.24264068712
2017-08-17,8.0,18,6677.81132075,16.9433962264,371.0,4.24258075122
2016-11-03,1.0,4,20959.7332762,20.2975986278,1166.0,4.23978272164
2017-06-11,4.0,2,12707.4618644,14.5466101695,708.0,4.23655431499
2017-04-06,8.0,17,1915.88785047,32.3364485981,107.0,4.23148838231
2017-06-07,22.0,82,8429.25714286,10.8761904762,472.5,4.22370662533
2016-10-22,3.0,17,37355.9345705,29.2995479419,2101.5,4.21614079945
2016-09-28,3.0,17,28388.4375,16.76875,1600.0,4.2122171641
2016-11-01,3.0,2,21087.0921273,16.5343383585,1194.0,4.20248511938
2016-11-27,3.0,40,423.333333333,5.83333333333,24.0,4.19986772278
2017-05-15,7.0,2,5619.921875,14.484375,320.0,4.19073452504
2017-07-19,22.0,9,1159.09090909,32.7272727273,66.0,4.19070202604
2017-07-06,22.0,48,2871.43902439,8.40243902439,164.0,4.18434875924
2017-04-29,3.0,21,32084.1928007,9.59394600491,1833.5,4.18316602507
2017-04-29,4.0,6,5539.00470219,7.30407523511,319.0,4.16697145467
2017-06-02,30.0,82,7386.74473068,12.2177985948,427.0,4.15922684973
2016-10-14,3.0,6,777.777777778,17.7777777778,45.0,4.15739709642
2017-08-17,22.0,9,11159.540832,14.7103235747,649.0,4.14668279105
2017-08-09,3.0,17,16250.0549102,27.7845828933,947.0,4.14240375639
2017-04-29,22.0,2,3694.55092593,14.8564814815,216.0,4.13574690169
2016-10-30,1.0,2,6024.29676512,16.0239099859,355.5,4.11654982499
2017-07-23,22.0,9,1913.27433628,21.592920354,113.0,4.11480634958
2017-05-07,22.0,48,1636.88659794,9.61855670103,97.0,4.10793373442
2017-07-19,4.0,6,15403.4483889,5.64937192791,915.5,4.10185028235
2017-07-24,22.0,45,1707.37864078,20.9223300971,103.0,4.07142378757
2017-08-10,8.0,6,4213.7254902,8.50980392157,255.0,4.06502320867
2016-10-12,3.0,2,26403.5775,17.20375,1600.0,4.06229441788
2017-06-17,1.0,82,6091.41891892,12.4459459459,370.0,4.05749853672
2017-05-07,9.0,6,8023.70909091,13.9757575758,495.0,4.0261039871
2016-10-16,1.0,6,1876.55172414,12.1724137931,116.0,4.02208528449
2017-08-14,22.0,1,4405.7239011,14.6126373626,273.0,4.01723571476
2017-05-11,12.0,37,10711.7771084,10.8343373494,664.0,4.01649031375
2017-05-04,22.0,2,3384.78095238,12.1238095238,210.0,4.01472346932
2017-04-26,26.0,6,4407.63636364,10.4363636364,275.0,4.00346956964
2017-07-16,63.0,5,320.0,49.0,20.0,4.0
2017-07-17,63.0,22,5039.54285714,14.9619047619,315.0,3.99981858999
2017-07-12,60.0,17,5759.28888889,18.0444444444,360.0,3.9997530788
2017-01-17,3.0,5,22994.6831597,13.6892361111,1440.0,3.9960643103
2017-07-19,22.0,2,4628.27586207,19.3793103448,290.0,3.99494329599
2017-04-30,3.0,82,4832.73927393,10.2244224422,303.0,3.99369935867
2017-06-05,1.0,82,13546.039953,6.28672150411,851.0,3.98971061345
2017-08-07,22.0,2,2160.0,10.0,136.0,3.98526698493
2017-06-19,22.0,9,2016.70866142,21.5905511811,127.0,3.98492104805
2017-05-26,30.0,82,30257.5828961,11.8294858342,1906.0,3.98433336048
2017-06-23,3.0,9,6109.09090909,7.63636363636,385.0,3.98343678186
2017-08-07,3.0,2,16970.4672897,14.3738317757,1070.0,3.98249291317
2017-03-15,3.0,30,2314.52054795,11.6164383562,146.0,3.98156758895
2017-06-19,1.0,82,8437.67729831,11.6022514071,533.0,3.97876099071
2017-07-30,3.0,17,16993.5493482,18.9795158287,1074.0,3.97777219639
2017-07-27,60.0,2,2230.46808511,11.5744680851,141.0,3.97730091763
2016-09-28,3.0,4,17243.0354545,21.0736363636,1100.0,3.95922805315
2017-07-20,63.0,20,1722.76363636,12.4181818182,110.0,3.95745974121
2017-05-30,22.0,82,14291.2497275,11.8005449591,917.5,3.94668138832
2017-04-27,3.0,17,25469.7910812,17.5675015272,1637.0,3.94446722316
2017-08-10,8.0,82,933.333333333,25.3333333333,60.0,3.94405318873
2017-06-14,22.0,82,2324.09333333,13.8733333333,150.0,3.93623621694
2017-06-24,1.0,82,7853.32544379,12.6627218935,507.0,3.93570753166
2016-10-13,1.0,17,1888.52459016,26.7213114754,122.0,3.93442622951
2017-07-26,7.0,82,1204.61538462,17.6923076923,78.0,3.92985839214
2017-08-18,3.0,17,15127.4338086,28.4093686354,982.0,3.92488455193
2017-04-07,8.0,17,2430.37974684,31.8987341772,158.0,3.92200845186
2017-07-30,8.0,82,965.079365079,21.1746031746,63.0,3.91391365268
2017-07-14,60.0,17,11465.6395194,4.60080106809,749.0,3.91253497523
2017-05-10,3.0,17,19835.1656394,17.6155624037,1298.0,3.9091341062
2017-06-22,1.0,82,5925.6,14.6,390.0,3.89792844391
2016-08-22,1.0,5,6487.24299065,31.0420560748,428.0,3.89321329897
2017-08-16,22.0,20,3354.4469526,18.2076749436,221.5,3.89155881804
2017-06-18,8.0,39,12948.2009346,21.7686915888,856.0,3.88926766384
2016-09-30,3.0,2,5487.52747253,16.9175824176,364.0,3.8827342073
2017-05-01,1.0,17,19106.7748031,17.3496062992,1270.0,3.87875038761
2016-11-23,1.0,4,38023.2583465,4.37109838009,2531.0,3.87595380731
2017-07-01,14.0,38,43737.3952712,13.1300994172,2917.0,3.87220412462
2017-07-15,3.0,2,22093.0641026,14.7564102564,1482.0,3.86103620923
2017-05-02,22.0,48,1162.15384615,8.15384615385,78.0,3.85997516624
2017-02-10,22.0,2,1472.72727273,14.1818181818,99.0,3.8569460792
2016-08-22,3.0,17,8671.81132075,17.0943396226,583.0,3.85674240217
2017-06-09,9.0,18,728.816326531,22.9387755102,49.0,3.85665691788
2017-07-03,22.0,48,1629.09090909,15.0909090909,110.0,3.84836554337
2016-08-20,1.0,16,2412.25766871,14.9325153374,163.0,3.84696332214
2017-08-02,4.0,1,835.752212389,19.1150442478,56.5,3.84604661381
2017-07-22,22.0,22,12719.7190587,15.7989540965,860.5,3.84470765366
2016-09-09,4.0,53,369.0,61.8,25.0,3.84187454246
2017-06-06,3.0,17,15448.0534862,21.1480420248,1047.0,3.84117011559
2017-06-20,8.0,39,11186.8631579,22.6210526316,760.0,3.83660745799
2017-07-23,1.0,82,1642.85714286,16.2142857143,112.0,3.82993046242
2017-06-01,22.0,48,1143.86217949,9.57051282051,78.0,3.82947773685
2017-05-26,14.0,38,105947.457106,11.1159688754,7229.0,3.82830170105
2017-07-27,60.0,17,4480.5,14.1666666667,306.0,3.82650713612
2016-09-14,3.0,6,1946.30075188,18.2406015038,133.0,3.82542026968
2016-03-22,1.0,6,2704.86486486,6.97297297297,185.0,3.8237273911
2017-07-17,1.0,22,1122.07792208,17.8051948052,77.0,3.81738661213
2017-06-15,1.0,82,5890.0,13.8888888889,405.0,3.81355606705
2017-04-18,8.0,1,1250.23255814,17.2093023256,86.0,3.81281888966
2017-04-11,3.0,17,6889.94526316,20.1031578947,475.0,3.80856244828
2016-11-08,3.0,2,85786.4394528,13.7029218037,5921.0,3.80637691613
2017-06-03,9.0,17,5591.66623545,22.4501940492,386.5,3.80360904242
2017-02-04,4.0,6,2140.32432432,14.4324324324,148.0,3.80284772769
2017-05-10,9.0,6,9409.66871166,10.6196319018,652.0,3.7989481737
2016-07-27,3.0,18,1541.42056075,13.8785046729,107.0,3.79549728404
2017-07-27,3.0,6,8958.1824,21.4896,625.0,3.78590700361
2016-08-23,1.0,17,4293.6365894,21.1639072848,302.0,3.77058877366
2017-05-05,9.0,6,5004.07954545,12.8011363636,352.0,3.77042903027
2017-06-05,30.0,82,8466.39632107,12.9682274247,598.0,3.76269230468
2016-09-03,1.0,2,2528.04469274,8.87150837989,179.0,3.75807859258
2017-07-05,4.0,1,4436.11172742,10.3708399366,315.5,3.74974345765
2017-07-26,3.0,16,2165.22727273,19.5909090909,154.0,3.74965563157
2017-05-09,8.0,22,6045.82366589,9.91415313225,431.0,3.74532149481
2017-07-28,1.0,5,2594.59459459,32.5945945946,185.0,3.74497471907
